,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AcceleratedShareRepurchasesFinalPricePaidPerShare,,,,,,,,,,,,,,97.250,,,,,,,,
AcceleratedShareRepurchasesInitialPricePaidPerShare,,,,,58.360,58.360,73.050,,,92.070,92.070,,,,,,72.300,,70.750,,,
AcquisitionCosts,,,,,,,,,,,,,,,,,,,,,1000000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,7000000.000,6000000.000,3000000.000,,5000000.000,5000000.000,4000000.000,0.000,4000000.000,11000000.000,3000000.000,3000000.000,1000000.000,11000000.000,1000000.000,-5000000.000,-9000000.000,3000000.000,1000000.000,2000000.000,2000000.000,4000000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,,,,,9000000.000,6000000.000,15000000.000,,0.000,0.000,0.000,,,
AllocatedShareBasedCompensationExpense,,,,,6000000.000,4000000.000,4000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,2000000.000,2000000.000,1000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,4000000.000
AmortizationOfIntangibleAssets,,,,,11000000.000,10000000.000,11000000.000,13000000.000,13000000.000,13000000.000,14000000.000,12000000.000,13000000.000,4000000.000,3000000.000,-5000000.000,4000000.000,3000000.000,4000000.000,,3000000.000,3000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,300000.000,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,1000000.000,,,,,,,,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,,,,,17000000.000,,17000000.000,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,4000000.000,,4000000.000,5000000.000,2000000.000,3000000.000,1000000.000,0.000,0.000,1000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-27000000.000,,,,155000000.000,,,,51000000.000,,,,80000000.000,,,,-1926000000.000,,,,-190000000.000,
ComprehensiveIncomeNetOfTax,11000000.000,29000000.000,63000000.000,,41000000.000,38000000.000,82000000.000,607000000.000,7000000.000,-131000000.000,-112000000.000,-346000000.000,8000000.000,2288000000.000,-19000000.000,116000000.000,38000000.000,27000000.000,31000000.000,-64000000.000,85000000.000,52000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,36000000.000,31000000.000,96000000.000,,40000000.000,50000000.000,115000000.000,644000000.000,27000000.000,-107000000.000,-105000000.000,-344000000.000,20000000.000,2303000000.000,-18000000.000,119000000.000,42000000.000,29000000.000,35000000.000,-65000000.000,90000000.000,56000000.000
CostMethodInvestmentsRealizedGains,,,,,,,,,,,,,,,,,,,6000000.000,,1000000.000,3000000.000
CostOfGoodsSold,1583000000.000,1565000000.000,1495000000.000,,1702000000.000,1707000000.000,1590000000.000,1756000000.000,1787000000.000,1588000000.000,1778000000.000,1558000000.000,1817000000.000,713000000.000,703000000.000,-418000000.000,681000000.000,664000000.000,665000000.000,687000000.000,679000000.000,662000000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,,,,,,,,,,,,,,,,,,2000000.000,
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,0.000,0.000,1000000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,,,,,25000000.000,,,,0.000,,,-1000000.000,,,,
