,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,266925.000,241759.000,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,580126.000,713983.000,367802.000,172989.000,238811.000,,256102.000,226867.000,364346.000,328110.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,650459.000,1037767.000,1202188.000,,1573830.000,1756769.000,1935870.000,2120358.000,2306827.000,2493100.000,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,292993.000,315140.000,282657.000,309107.000,370209.000,384734.000,352097.000,374676.000,419755.000,417704.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,2683030.000,2871526.000,3062499.000,1906840.000,2019239.000,2128872.000,2239448.000,2351344.000,2460857.000,2574677.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-3313818.000,3437522.000,-3561096.000,,,,,,,,,,,,,,,,,,,
Assets,18342559.000,18201798.000,18225555.000,17752563.000,17740113.000,,17543791.000,17423179.000,17482434.000,17346403.000,17253381.000,17218299.000,17271787.000,17332136.000,17248913.000,15854677.000,20134015.000,20846656.000,22422775.000,24878390.000,30605721.000,32837051.000
BuildingsAndImprovementsGross,18560518.000,18581164.000,18581164.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,213468.000,313717.000,374401.000,281898.000,402874.000,,429362.000,477437.000,624191.000,634484.000,687783.000,773450.000,933373.000,938183.000,905988.000,1319894.000,1206899.000,1233358.000,1205883.000,1228718.000,1327197.000,1358092.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,,,5760473.000,
DebtInstrumentFairValue,,,,,19983464.000,,,,19967009.000,,,,19953036.000,,,,5986888.000,,,,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,45496.000,40037.000,34577.000,29118.000,23658.000
DeferredRevenue,,,,,,,,,430618.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherAssets,,,,,,,,,,,,,22549.000,12968.000,3400.000,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,,,,,,,,,,,,25000.000,25000.000,25000.000,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,0.300,,,,0.300,,,,,,,,0.300,,,,0.300,0.300
EquityMethodInvestmentSummarizedFinancialInformationEquity,,,,,1179.000,,,,-5563.000,,,,,,,,,,,,,
EquityMethodInvestments,,,,,37200000.000,,,,37200000.000,,,,,,,,,,,,,
GeneralPartnersCapitalAccount,-18747.000,-18783.000,-18819.000,-18894.000,-18926.000,,-18999.000,-19035.000,-19068.000,-19105.000,-19131.000,-19157.000,-19181.000,-19199.000,-19216.000,-17461.000,-16932.000,-16824.000,-16629.000,-16330.000,-15612.000,-15339.000
GeneralPartnersCapitalAccountUnitsIssued,,,,,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
InvestmentBuildingAndBuildingImprovements,,,,18581164.000,18581164.000,,18655703.000,18648009.000,18648009.000,18648009.000,18648009.000,18648009.000,4866973.000,4973553.000,4973553.000,5016186.000,5016185.000,5016185.000,5016185.000,5016185.000,5016185.000,5016185.000
Investments,,17128642.000,,16757919.000,16634349.000,,16464319.000,16334341.000,16212057.000,16092059.000,15972061.000,15852063.000,15732163.000,15807061.000,15775379.000,13941376.000,18162029.000,19109093.000,20714553.000,23111327.000,28770016.000,30973105.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10185000.000,14445826.000,15432226.000,17077022.000,19513132.000,25211157.000,27453591.000
Land,1985000.000,1985000.000,1985000.000,1985000.000,1985000.000,,1985000.000,1985000.000,1985000.000,1985000.000,1985000.000,1985000.000,470000.000,470000.000,470000.000,470000.000,470000.000,470000.000,470000.000,470000.000,470000.000,470000.000
Liabilities,20756526.000,20893180.000,21197458.000,21303847.000,21536888.000,,21909366.000,22063070.000,22382448.000,22530700.000,22643410.000,22804517.000,23047080.000,23248153.000,23293326.000,8297254.000,8472154.000,8350816.000,8409198.000,8549133.000,8710583.000,8827812.000
LiabilitiesAndStockholdersEquity,18342559.000,18201798.000,18225555.000,17752563.000,17740113.000,,17543791.000,17423179.000,17482434.000,17346403.000,17253381.000,17218299.000,17271787.000,17332136.000,17248913.000,15854677.000,20134015.000,20846656.000,22422775.000,24878390.000,30605721.000,32837051.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,10000000.000,10000000.000,10000000.000,,,,,,,
LiabilityForClaimsAndClaimsAdjustmentExpense,,,,,,,,,,,3128735.000,4564383.000,6749554.000,7902685.000,9032963.000,10185000.000,14445826.000,15432226.000,17077022.000,19513132.000,13575238.000,14782703.000
LimitedPartnersCapitalAccount,-2395220.000,-2672599.000,-2953084.000,-3532390.000,-3777849.000,,-4346576.000,-4620856.000,-4880946.000,-5165192.000,-5370898.000,-5567061.000,-5756112.000,-5896818.000,-6025197.000,7574884.000,11678793.000,12512664.000,14030206.000,16345587.000,21910750.000,24024578.000
LimitedPartnersCapitalAccountUnitsIssued,,,,,,,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000,7753.000
LongTermDebt,,,,19983464.000,19983464.000,,19967009.000,19967009.000,19967009.000,19967009.000,19953036.000,19953036.000,19953036.000,,,,5986888.000,5741392.000,5720436.000,5725896.000,5731355.000,5736815.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,0.000,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,3967009.000,,,,13953036.000,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,6000000.000,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,0.000,,,,6000000.000,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,0.000,,,,,,,,5986888.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,10000000.000,,,,,,,,,,,,5760473.000,
NotesAndLoansPayable,,,,,,,,,,,,,9953036.000,9943466.000,9828751.000,5986888.000,5986888.000,,,,,
NotesAndLoansPayableCurrent,20069570.000,20069570.000,20069570.000,19983464.000,19983464.000,,19967009.000,19967009.000,19967009.000,19967009.000,19953036.000,19953036.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,1904778.000,,,,702770.000,,,,724142.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,1348401.000,,,,0.000,,,,638353.000,
