,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,354882.000,345818.000,347606.000,393225.000,367580.000,432566.000,653390.000,430293.000,609761.000,574855.000,509688.000,488321.000,439657.000,498253.000,411032.000,681312.000,732018.000,610585.000,493000.000,312000.000,706000.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,78703.000,97679.000,122156.000,150000.000,156000.000,84000.000
AccountsReceivableNetCurrent,828864.000,853097.000,845098.000,656168.000,830035.000,923780.000,962256.000,917222.000,805326.000,913049.000,962259.000,797381.000,1038473.000,1049041.000,1130540.000,,,,,,
AccruedVacationCurrent,80807.000,82912.000,93322.000,84776.000,100967.000,107578.000,111276.000,104932.000,117971.000,120765.000,115821.000,108378.000,115132.000,127515.000,96847.000,92653.000,98874.000,111356.000,122000.000,118000.000,122000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,5923142.000,,,,6548815.000,,,,7114836.000,7251504.000,7389036.000,7482445.000,7541126.000,7540000.000,7556000.000,7574000.000
AdditionalPaidInCapital,53131919.000,53159892.000,57357140.000,57378917.000,57406497.000,57431293.000,60746730.000,60747935.000,80980664.000,81959853.000,82213811.000,82224632.000,82246857.000,82467111.000,82546112.000,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,82566531.000,82727429.000,82788299.000,82858000.000,82901000.000,82941000.000
AllowanceForDoubtfulAccountsReceivableCurrent,59847.000,53612.000,109076.000,44127.000,25430.000,52598.000,47597.000,32515.000,71377.000,38607.000,27286.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000
AssetRetirementObligation,,,,,,792242.000,,,,866560.000,,,,947849.000,,,,580480.000,,547000.000,554000.000
AssetRetirementObligationsNoncurrent,692543.000,708243.000,740717.000,757509.000,774681.000,792242.000,810202.000,828568.000,847351.000,866560.000,886204.000,906294.000,926838.000,947849.000,969336.000,991310.000,1013782.000,580480.000,588000.000,547000.000,554000.000
