,2011-09-30,2012-03-31,2012-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,57888.000,486865.000,
CostOfGoodsSold,717326.000,1868094.000,1560980.000
CostOfRevenue,146864.000,83866.000,233345.000
DepreciationAndAmortization,232239.000,224952.000,224952.000
DepreciationDepletionAndAmortization,41416.000,224952.000,
EarningsPerShareBasic,0.010,0.010,0.010
EarningsPerShareDiluted,0.010,0.010,0.010
GeneralAndAdministrativeExpense,894254.000,1099162.000,1396963.000
GrossProfit,1480073.000,1635619.000,1990818.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncomeTaxesPaidNet,0.000,0.000,
IncreaseDecreaseInAccountsPayable,193582.000,-293530.000,
IncreaseDecreaseInAccountsReceivable,611854.000,781115.000,
IncreaseDecreaseInAccruedLiabilities,-164115.000,140506.000,
IncreaseDecreaseInInventories,-1156967.000,-1068352.000,
InterestExpense,96001.000,31839.000,34749.000
InterestPaid,116001.000,31839.000,
ManufacturingCosts,514717.000,1669464.000,1327635.000
NetCashProvidedByUsedInFinancingActivities,135424.000,8020.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,135424.000,8020.000,
NetCashProvidedByUsedInInvestingActivities,139115.000,469001.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,139115.000,469001.000,
NetCashProvidedByUsedInOperatingActivities,-216651.000,9844.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-216651.000,9844.000,
NetIncomeLoss,257579.000,225153.000,
NonoperatingIncomeExpense,96001.000,-23124.000,0.000
OperatingExpenses,1126493.000,1324114.000,1621915.000
PaymentsToAcquireEquipmentOnLease,71528.000,-16801.000,
PaymentsToAcquirePropertyPlantAndEquipment,139115.000,469001.000,
ProceedsFromIssuanceOfCommonStock,82684.000,99821.000,
ProceedsFromRepaymentsOfNotesPayable,-18788.000,-75000.000,
ProfitLoss,257579.000,225153.000,334154.000
Revenues,2197399.000,3503713.000,3551798.000
SalesRevenueGoodsNet,1773723.000,3053909.000,3288304.000
SalesRevenueNet,2197399.000,3503713.000,3551798.000
WeightedAverageNumberOfDilutedSharesOutstanding,27421056.000,,
WeightedAverageNumberOfSharesOutstandingBasic,9529343.000,,
