,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCosts,,,,,5449000.000,,,,-16000000.000,,,,-12000000.000,,,,-10000000.000,,,,3000000.000,,,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,56981860.000,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,0.290,0.310,,,,,,,,,,0.290,0.300,0.350,0.180,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,0.290,0.310,,,,,,,,,,0.290,0.300,0.350,0.170,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,60669000.000,,,,,,,,,,161000000.000,164000000.000,188000000.000,585000000.000,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,2097866000.000,,,,,,,,,,13362000000.000,14143000000.000,14987000000.000,14025000000.000,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,244883000.000,,,,434000000.000,,,,192000000.000,,,,658000000.000,,,,829000000.000,,,,833000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,56768000.000,,,,166715000.000,,,,242000000.000,,,,420000000.000,,,,1016000000.000,,,,201000000.000,,,,-113000000.000
ComprehensiveIncomeNetOfTax,83060000.000,66711000.000,72176000.000,83744000.000,172314000.000,48237000.000,28114000.000,42335000.000,91000000.000,132000000.000,154000000.000,-164000000.000,165000000.000,164000000.000,187000000.000,103000000.000,284000000.000,301000000.000,295000000.000,314000000.000,312000000.000,241000000.000,209000000.000,233000000.000,239000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,92263000.000,43250000.000,4323000.000,69466000.000,810588000.000,-4303000.000,-67527000.000,220242000.000,238000000.000,209000000.000,213000000.000,-479000000.000,272000000.000,338000000.000,285000000.000,-507000000.000,-20000000.000,470000000.000,-57000000.000,-434000000.000,10000000.000,187000000.000,-166000000.000,-981000000.000,51000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,175323000.000,109961000.000,76499000.000,153210000.000,982902000.000,43934000.000,-39413000.000,262577000.000,329000000.000,341000000.000,367000000.000,-643000000.000,437000000.000,502000000.000,472000000.000,-404000000.000,264000000.000,771000000.000,238000000.000,-120000000.000,322000000.000,428000000.000,43000000.000,-748000000.000,290000000.000
ConversionOfStockAmountConverted1,,,,,,,,,,,,,,,,,0.000,,,,,,,,
CostOfGoodsSold,,,,,1022200000.000,992356000.000,1244418000.000,9829026000.000,9807000000.000,10565000000.000,11064000000.000,11118000000.000,11442000000.000,12351000000.000,13015000000.000,11581000000.000,8487000000.000,9338000000.000,8581000000.000,7603000000.000,5622000000.000,7054000000.000,7448000000.000,8532000000.000,8991000000.000
CostsAndExpenses,1624877000.000,1714345000.000,1827858000.000,1838804000.000,1506568000.000,1597590000.000,1804929000.000,10694913000.000,10648000000.000,11419000000.000,11957000000.000,12760000000.000,12370000000.000,13370000000.000,14165000000.000,13316000000.000,9763000000.000,10698000000.000,9966000000.000,9300000000.000,6981000000.000,8517000000.000,8978000000.000,11529000000.000,10522000000.000
CurrentFederalTaxExpenseBenefit,,561000.000,1124000.000,,-19000.000,-41000.000,-9559000.000,6619000.000,,,,,,,,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,,6000000.000,3799000.000,,3717000.000,4112000.000,-4765000.000,-64000.000,,,,,,,,,,,,,,,,,
CurrentStateAndLocalTaxExpenseBenefit,,5439000.000,2675000.000,,3736000.000,4153000.000,4794000.000,-6683000.000,,,,,,,,,,,,,,,,,
DeconsolidationGainOrLossAmount,,,,,1055944000.000,765000.000,0.000,291000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,-747000.000,-41000.000,,-8565000.000,6347000.000,31475000.000,11743000.000,,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,-776000.000,-509000.000,,-2138000.000,6063000.000,33390000.000,13685000.000,,,,,,,,,,,,,,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-29000.000,-468000.000,,6427000.000,-284000.000,1915000.000,1942000.000,,,,,,,,,,,,,,,,,
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,,-15332000.000,0.000,0.000,332000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
DepreciationAndAmortization,139256000.000,148530000.000,157952000.000,166071000.000,161201000.000,221767000.000,219458000.000,268574000.000,312000000.000,318000000.000,332000000.000,351000000.000,373000000.000,450000000.000,425000000.000,476000000.000,493000000.000,514000000.000,524000000.000,548000000.000,562000000.000,588000000.000,595000000.000,614000000.000,661000000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,-2000000.000,-97000000.000,22000000.000,116000000.000,-85000000.000,83000000.000,-12000000.000,12000000.000,-71000000.000,-145000000.000,-43000000.000,39000000.000,19000000.000
