,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsAndNotesReceivableNet,,,125000.000,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,609000.000,1063000.000,723000.000,692000.000,647000.000,1134000.000,793000.000,704000.000,671000.000,1093000.000,591000.000,623000.000,718000.000,119000.000,194000.000,633000.000
AccountsReceivableNet,73000.000,164000.000,,151000.000,283000.000,126000.000,211000.000,99000.000,170000.000,101000.000,101000.000,122000.000,73000.000,0.000,0.000,1574000.000
AdvanceRent,,,76000.000,216000.000,157000.000,212000.000,167000.000,69000.000,201000.000,326000.000,165000.000,203000.000,148000.000,0.000,0.000,
Assets,64024000.000,63241000.000,60740000.000,59868000.000,58818000.000,58640000.000,56138000.000,55133000.000,54242000.000,53683000.000,52005000.000,50693000.000,49683000.000,48772000.000,47996000.000,24824000.000
AssetsFairValueDisclosure,,,,,,,,,,,0.000,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,40094000.000,40621000.000,0.000
CashAndCashEquivalentsAtCarryingValue,6166000.000,5586000.000,5773000.000,5510000.000,5488000.000,4990000.000,4413000.000,6631000.000,11650000.000,11306000.000,10323000.000,9595000.000,9517000.000,8570000.000,7125000.000,23012000.000
DisposalGroupDeferredGainOnDisposal,,,,,,,,,,,,,,,,1260000.000
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,,,,,,,,107000.000,157000.000,
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,1005000.000,487000.000,
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,,,,,,,,,,,,,164000.000,164000.000,
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssets,,,,,,,,,,,,,,2872000.000,2531000.000,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,,,,,,,,,,,,,,35634000.000,36355000.000,
GeneralPartnersCapitalAccount,-1902000.000,-2005000.000,-2170000.000,-2242000.000,-2311000.000,-2381000.000,-2434000.000,-2434000.000,-2434000.000,-2434000.000,-2434000.000,-2434000.000,-2434000.000,-2434000.000,-2434000.000,-1095000.000
LandAvailableForDevelopment,1494000.000,1494000.000,1494000.000,1494000.000,1494000.000,1494000.000,1487000.000,1487000.000,1487000.000,1487000.000,1487000.000,1487000.000,1487000.000,0.000,0.000,
Liabilities,53120000.000,53369000.000,52520000.000,52372000.000,52008000.000,52286000.000,51678000.000,51175000.000,50999000.000,51267000.000,50321000.000,50105000.000,49854000.000,49981000.000,49240000.000,1893000.000
LiabilitiesAndPartnersCapital,64024000.000,,,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,,63241000.000,60740000.000,59868000.000,58818000.000,58640000.000,56138000.000,55133000.000,54242000.000,53683000.000,52005000.000,50693000.000,49683000.000,48772000.000,47996000.000,24824000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,1169000.000,651000.000,0.000
LimitedPartnersCapitalAccount,12806000.000,11877000.000,10390000.000,9738000.000,9121000.000,8735000.000,6894000.000,6392000.000,5677000.000,4850000.000,4118000.000,3022000.000,2263000.000,1225000.000,1190000.000,24026000.000
LimitedPartnersCapitalAccountUnitsOutstanding,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000,83898.000
LongTermDebt,,,,,51204000.000,50940000.000,50673000.000,50402000.000,50127000.000,49848000.000,49565000.000,49279000.000,48988000.000,48693000.000,48395000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,442000.000,,,,,,1071000.000,785000.000,493000.000,199000.000,1132000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,47263000.000,47263000.000,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,1231000.000,1231000.000,47264000.000,47264000.000,47264000.000,47264000.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,1165000.000,1165000.000,1231000.000,1231000.000,1231000.000,1231000.000,47263000.000,47263000.000,47264000.000,47263000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,1103000.000,1103000.000,1165000.000,1165000.000,1165000.000,1165000.000,1231000.000,1231000.000,1231000.000,1231000.000,47263000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,178000.000,1013000.000,742000.000,467000.000,188000.000,,,,,,
NotesPayable,52224000.000,51974000.000,51721000.000,51464000.000,51204000.000,50940000.000,50673000.000,50402000.000,50127000.000,49848000.000,49565000.000,49279000.000,48988000.000,48693000.000,48395000.000,0.000
NotesReceivableNet,,,,,,,,4800000.000,,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,35666000.000,,,,31181000.000,,,,29044000.000,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,10132000.000,,,,8125000.000,,,,8291000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,3165000.000,,,,2666000.000,,,,1976000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,4400000.000,,,,3954000.000,,,,3463000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,6581000.000,,,,5058000.000,,,,4967000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,8411000.000,,,,7143000.000,,,,6188000.000,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,,,2978000.000,,,,4235000.000,,,,4159000.000,
PartnersCapital,10904000.000,9872000.000,8220000.000,7496000.000,6810000.000,6354000.000,4460000.000,3958000.000,3243000.000,2416000.000,1684000.000,588000.000,-171000.000,-1209000.000,-1244000.000,22931000.000
PrepaidExpenseAndOtherAssets,3129000.000,3600000.000,2540000.000,2910000.000,2549000.000,3010000.000,2778000.000,2561000.000,2139000.000,2551000.000,2618000.000,2837000.000,2478000.000,0.000,162000.000,238000.000
PrepaidRent,-287000.000,-332000.000,,,,,,,,,,,,,,
RealEstateAccumulatedDepreciation,,,,,,,31673000.000,,,,29608000.000,,,,30382000.000,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,,,,31673000.000,,,,,,,,,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,,,,50673000.000,,,,49565000.000,,,,48395000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,,,,,,68417000.000,,,,57475000.000,,,,57308000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,,,,,9820000.000,,,,9429000.000,,,,9429000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,,,,78237000.000,,,,,,,,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,,,,,,,,,,,0.000,,,,0.000,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,,,,,,,70600000.000,,,,58554000.000,,,,58387000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,,,,,,0.000,,,,0.000,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,,,,8810000.000,,,,8350000.000,,,,8350000.000,
RealEstateFederalIncomeTaxBasis,,,,,,,113714000.000,,,,113714.000,,,,113714.000,
RealEstateGrossAtCarryingValue,,,,,,,,,,,66904000.000,,,,66737000.000,
RealEstateHeldForDevelopmentAndSaleNet,,,,,,,,,,,8200000.000,820000.000,820000.000,,,
RealEstateInvestmentPropertyAccumulatedDepreciation,28633000.000,28831000.000,29775000.000,30594000.000,30605000.000,31136000.000,31673000.000,29004000.000,29418000.000,29523000.000,29608000.000,30120000.000,30354000.000,0.000,0.000,
RealEstateInvestmentPropertyAtCost,79622000.000,79108000.000,78666000.000,78559000.000,77688000.000,77827000.000,76750000.000,66732000.000,66498000.000,66066000.000,65417000.000,65203000.000,64865000.000,0.000,0.000,
RealEstateInvestmentPropertyNet,50989000.000,50277000.000,48891000.000,47965000.000,47083000.000,46691000.000,45077000.000,37728000.000,37080000.000,36543000.000,35809000.000,35083000.000,34511000.000,0.000,0.000,
RealEstateInvestments,52483000.000,51771000.000,50385000.000,49459000.000,48577000.000,48185000.000,46564000.000,39215000.000,38567000.000,38030000.000,37296000.000,36570000.000,35998000.000,0.000,0.000,
RentalProperties,,,,,77688000.000,77827000.000,76750000.000,66732000.000,66498000.000,66066000.000,65417000.000,65203000.000,64865000.000,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,9872000.000,8220000.000,7496000.000,6810000.000,6354000.000,4460000.000,3958000.000,3243000.000,2416000.000,1684000.000,588000.000,-171000.000,-1209000.000,-1244000.000,22931000.000
