,2013-12-31,2014-03-31
EarningsPerShareBasic,-0.010,-0.240
EarningsPerShareDiluted,-0.010,-0.240
GainsLossesOnExtinguishmentOfDebt,,252500.000
GeneralAndAdministrativeExpense,7803.000,9987.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,-9987.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-7803.000,-9987.000
OperatingExpenses,7803.000,9987.000
OperatingIncomeLoss,-7803.000,-9987.000
ProfitLoss,-7803.000,242513.000
WeightedAverageNumberOfDilutedSharesOutstanding,1000000.000,1000000.000
WeightedAverageNumberOfSharesOutstandingBasic,1000000.000,1000000.000
