,2011-01-30,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-01-27,2013-04-28,2013-07-28,2014-03-30,2014-06-29,2014-09-28,2015-03-29,2015-06-28,2015-09-27,2016-04-03,2016-07-03,2016-10-02
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,2100000.000,2100000.000,1400000.000,-3500000.000,500000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-224800000.000,,,,-116200000.000,,,,-117800000.000,,,,-366600000.000,,,-444300000.000,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,32100000.000,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,45000000.000,39500000.000,104000000.000,,25900000.000,,,,37900000.000,161400000.000,41400000.000,168700000.000,109500000.000,226300000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,13200000.000,24900000.000,31700000.000,-50200000.000,,,,,,,,,,,,,,
CostOfGoodsSold,2729000000.000,2687100000.000,2893000000.000,3098500000.000,2866300000.000,2759100000.000,2848500000.000,3254500000.000,3039300000.000,3089100000.000,,,,3210400000.000,3068100000.000,3021100000.000,2893900000.000,3035600000.000,3066100000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,19900000.000,19900000.000,19900000.000,-139300000.000,19700000.000,19700000.000,19700000.000,-137900000.000,21300000.000,,,,22100000.000,22100000.000,25500000.000,24700000.000,24600000.000,24700000.000
DefinedBenefitPlanInterestCost,,19000000.000,19000000.000,19000000.000,18900000.000,18700000.000,18700000.000,18700000.000,18700000.000,19800000.000,,,,19000000.000,19000000.000,20000000.000,20400000.000,20300000.000,20300000.000
DefinedBenefitPlanServiceCost,,9300000.000,9400000.000,9300000.000,9400000.000,11800000.000,11800000.000,11800000.000,11800000.000,13600000.000,,,,15100000.000,15100000.000,13800000.000,12800000.000,12800000.000,12800000.000
DepreciationDepletionAndAmortization,,61500000.000,,,,58800000.000,,,,62900000.000,,,,58000000.000,,,58600000.000,,
EarningsPerShareBasic,1.220,0.500,0.740,0.490,0.500,0.400,0.070,0.580,0.210,0.280,,,,,,,,,
EarningsPerShareDiluted,1.210,0.490,0.740,0.490,0.490,0.400,0.070,0.580,0.210,0.270,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,-1400000.000,,,,-3700000.000,,,,600000.000,,,,-4100000.000,,,1900000.000,,
EffectiveIncomeTaxRateContinuingOperations,,0.340,,0.360,,0.310,0.320,0.150,-0.579,,0.330,0.350,0.260,,,,,,
ExtinguishmentOfDebtAmount,,,,,,,,,,,,,,275000000.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,-10500000.000,,,,3900000.000,,,,,,,,,,,,,
