,2011-01-30,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-01-27,2013-04-28,2013-07-28,2014-03-30,2014-06-29,2014-09-28,2015-03-29,2015-06-28,2015-09-27,2016-04-03,2016-07-03,2016-10-02
GainsLossesOnExtinguishmentOfDebt,-14100000.000,-1200000.000,-6400000.000,-4600000.000,0.000,0.000,-120700000.000,0.000,0.000,,,,,12800000.000,,,,,
GrossProfit,457200000.000,407100000.000,419600000.000,379800000.000,342900000.000,332200000.000,377300000.000,328800000.000,281400000.000,304200000.000,,,,406100000.000,418500000.000,385000000.000,412400000.000,457000000.000,472500000.000
IncomeLossFromEquityMethodInvestments,15200000.000,4800000.000,5900000.000,-22000000.000,1400000.000,700000.000,6700000.000,6400000.000,1200000.000,-1700000.000,,,,4000000.000,200000.000,7100000.000,5800000.000,7900000.000,7600000.000
IncomeTaxExpenseBenefit,95700000.000,41800000.000,53400000.000,44600000.000,32600000.000,27600000.000,5200000.000,14200000.000,-900000.000,16000000.000,,,,43700000.000,51100000.000,38100000.000,57100000.000,66500000.000,70500000.000
IncreaseDecreaseInOperatingCapital,,-98600000.000,,,,-71800000.000,,,,-108900000.000,,,,-155500000.000,,,-493000000.000,,
InterestExpense,60300000.000,48100000.000,44200000.000,42300000.000,42100000.000,42500000.000,41500000.000,40600000.000,44100000.000,41800000.000,,,,34700000.000,31500000.000,32300000.000,32000000.000,32800000.000,32000000.000
NetCashProvidedByUsedInFinancingActivities,,-100200000.000,,,,-118600000.000,,,,-8200000.000,,,,-278200000.000,,,-35400000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-100200000.000,,,,-118600000.000,,,,-8200000.000,,,,-278200000.000,,,-35400000.000,,
NetCashProvidedByUsedInInvestingActivities,,-59000000.000,,,,-61200000.000,,,,-123300000.000,,,,-79800000.000,,,-91600000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-59000000.000,,,,-61200000.000,,,,-123300000.000,,,,-79800000.000,,,-91600000.000,,
NetCashProvidedByUsedInOperatingActivities,,-64200000.000,,,,67300000.000,,,,13100000.000,,,,-4500000.000,,,-319200000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-64200000.000,,,,67300000.000,,,,13100000.000,,,,-4500000.000,,,-319200000.000,,
NetIncomeLoss,,,,,,61700000.000,10900000.000,81500000.000,29700000.000,39500000.000,,,,97000000.000,104200000.000,83300000.000,121000000.000,137800000.000,143800000.000
NonoperatingGainsLosses,,,,,,,,,,,,,,-12800000.000,700000.000,0.000,0.000,0.000,0.000
OperatingIncomeLoss,372700000.000,173200000.000,224700000.000,170500000.000,154200000.000,131800000.000,178300000.000,136300000.000,72900000.000,97300000.000,,,,188200000.000,186100000.000,153700000.000,210100000.000,237100000.000,246300000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,3500000.000,3600000.000,3500000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,,,-8200000.000,-8000000.000,-8000000.000,,-9100000.000,,,,-700000.000,-47000000.000,0.000,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,,,,,,,,,,,,46300000.000,,,0.000,0.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,,,,,,,,,,,,,,-29800000.000,,,0.000,0.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,-28100000.000,-10500000.000,5100000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,,,,,59200000.000,-28900000.000,-39600000.000,,-27000000.000,,,,24500000.000,-33300000.000,-27500000.000,13000000.000,12200000.000,61400000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-44300000.000,-88900000.000,-55900000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,-84100000.000,49500000.000,54100000.000,,4300000.000,,,,-84300000.000,43500000.000,-14400000.000,,-41700000.000,19800000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,,,,4300000.000,,,,-84300000.000,8000000.000,-14400000.000,33500000.000,-41700000.000,19800000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,,,,,,,,,7100000.000,,,,-95000000.000,7700000.000,-14400000.000,33700000.000,-41500000.000,19900000.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,,,,,,,,,,-2800000.000,,,,10700000.000,300000.000,0.000,-200000.000,-200000.000,-100000.000
OtherComprehensiveIncomeLossBeforeTax,,,,,,,,,,-22100000.000,,,,-52900000.000,84700000.000,-60100000.000,56200000.000,-19000000.000,122500000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationBeforeTax,,,,,,,,,,,,,,,54600000.000,,,0.000,0.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,,,,,,,,,,,,,35500000.000,,,0.000,0.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationTax,,,,,,,,,,,,,,,-19100000.000,,,0.000,0.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,-16700000.000,28600000.000,22500000.000,,-13600000.000,,,,-59100000.000,57200000.000,-41900000.000,47700000.000,-28300000.000,82500000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,,,,,,,,,,,,,,,76100000.000,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,,,,,,,,,,-1200000.000,-1200000.000,-1300000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,,,,,,,,,,,,,,,,,,0.000,0.000
OtherComprehensiveIncomeLossTax,,,,,,,,,,8500000.000,,,,-6200000.000,-27500000.000,18200000.000,-8500000.000,-9300000.000,-40000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,,,,,,-10100000.000,,,,99500000.000,10300000.000,-6900000.000,12800000.000,20200000.000,153900000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,,-6300000.000,,,,60400000.000,6200000.000,-4200000.000,8200000.000,12400000.000,94200000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,,,,,,,3800000.000,,,,-39100000.000,-4100000.000,2700000.000,-4600000.000,-7800000.000,-59700000.000
PaymentsForAdvanceToAffiliate,,,,,,,,,,10000000.000,,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,-1300000.000,,,,,,,,,,,,0.000,,,200000.000,,
PaymentsForRepurchaseOfCommonStock,,34100000.000,,,,145300000.000,,,,0.000,,,,,,,,,
PaymentsOfDividends,,,,,,,,,,,,,,,,,73600000.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,,32800000.000,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,62900000.000,,,,61200000.000,,,,76400000.000,,,,67700000.000,,,76800000.000,,
PensionContributions,,-108200000.000,,,,8600000.000,,,,9100000.000,,,,,,,125000000.000,,
PensionExpense,,14300000.000,14300000.000,14300000.000,14300000.000,24000000.000,24000000.000,24000000.000,24100000.000,27000000.000,,,,13200000.000,13200000.000,8500000.000,10800000.000,10800000.000,10700000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,24200000.000,,,,0.000,,,,0.000,,,30000000.000,,
ProceedsFromPaymentsForOtherFinancingActivities,,-8800000.000,,,,200000.000,,,,0.000,,,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,,,,,,,,,,,-14600000.000,,,8400000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,6500000.000,,,,1500000.000,,,,1100000.000,,,300000.000,,
ProfitLoss,202600000.000,82100000.000,120700000.000,79000000.000,78700000.000,,,,,,,,,,,,,,
RepaymentsOfDebt,,,,,,,,,,,,,,258100000.000,,,,,
RepaymentsOfLongTermDebtAndCapitalSecurities,,81100000.000,,,,4200000.000,,,,457200000.000,,,,408600000.000,,,200000.000,,
Revenues,,,,,,,,,,4098800000.000,,,,4180300000.000,4047200000.000,3966200000.000,3800600000.000,4056700000.000,4067500000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,627900000.000,638600000.000,636600000.000,614900000.000,583900000.000,587700000.000,650800000.000,636200000.000,,,,,,,,,,
SalesRevenueGoodsNet,3186200000.000,3094200000.000,3312600000.000,3478300000.000,3209200000.000,3091300000.000,3225800000.000,3583300000.000,3320700000.000,3393300000.000,,,,3616500000.000,3486600000.000,3406100000.000,3306300000.000,3492600000.000,3538600000.000
SalesRevenueNet,,,,,,,,,,4098800000.000,,,,4180300000.000,4047200000.000,3966200000.000,3800600000.000,4056700000.000,4067500000.000
SegmentReportingInformationRevenue,,3722100000.000,3951200000.000,4114900000.000,3824100000.000,3675200000.000,3813500000.000,4234100000.000,3956900000.000,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,220300000.000,238700000.000,200800000.000,187300000.000,190100000.000,201100000.000,205700000.000,198900000.000,209700000.000,205200000.000,,,,221900000.000,232600000.000,238400000.000,208100000.000,227800000.000,233800000.000
StockRepurchaseProgramAuthorizedAmount,,150000000.000,,,,,,,,,,,,,,,,,
StockRepurchasedAndRetiredDuringPeriodShares,,1527196.000,,,,,,,,,,,,,,,,,
StockRepurchasedAndRetiredDuringPeriodValue,,34100000.000,,,,,,,,,,,,,,,,,
StockRepurchasedDuringPeriodShares,,,,,,7421231.000,,,,,,,,,,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,,8700000.000,,,,,,,,,,,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,1200000.000,1200000.000,1100000.000,1800000.000,-2900000.000,1000000.000,700000.000,1200000.000,-2000000.000,4900000.000,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,167200000.000,167000000.000,163500000.000,162800000.000,-329800000.000,155300000.000,149100000.000,141500000.000,-299500000.000,143900000.000,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,166000000.000,165800000.000,162400000.000,161000000.000,-326900000.000,154300000.000,148400000.000,140300000.000,-297500000.000,139000000.000,,,,,,,,,
