,2011-12-31,2012-12-31
CostMethodInvestmentsRealizedGainLoss,158936948.000,147705292.000
ForeignCurrencyTransactionGainLossRealized,-455385.000,-921003.000
GainLossOnInvestments,13881823.000,362197183.000
GeneralAndAdministrativeExpense,3417220.000,3541629.000
IncreaseDecreaseInOperatingAssets,33399930.000,382484191.000
InterestPaid,12360919.000,
InvestmentAdvisoryFees,-7098877.000,
InvestmentIncomeDividend,42115630.000,44899090.000
InvestmentIncomeInterest,,10608234.000
InvestmentIncomeNet,55210214.000,56204253.000
NetInvestmentIncome,19518107.000,20287008.000
OperatingCostsAndExpenses,35692107.000,36425558.000
OtherGeneralExpense,199991.000,325623.000
PaymentsForRepurchaseOfEquity,1053557698.000,870674864.000
ProceedsFromIssuanceOrSaleOfEquity,915745992.000,811552824.000
ProceedsFromPaymentsForTradingSecurities,67367772.000,
ProfessionalFees,1471196.000,1544406.000
RealizedGainLossOnMarketableSecuritiesAndCostMethodInvestmentsExcludingOtherThanTemporaryImpairmentsAndOtherInvestments,159486478.000,149715697.000
ReimbursementRevenue,,508313.000
SponsorFees,,6919643.000
StockIssuedDuringPeriodSharesNewIssues,40353802.000,36039074.000
StockRedeemedOrCalledDuringPeriodShares,-46775742.000,36392532.000
StockholdersEquityPeriodIncreaseDecrease,-104411776.000,323362151.000
