,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayable,92000.000,52000.000,35000.000,49000.000,33000.000,34000.000,28000.000,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,34000.000,41000.000
AccountsReceivableNet,107000.000,124000.000,109000.000,110000.000,116000.000,126000.000,116000.000,111000.000,121000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,174000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,5053000.000,,,
Assets,9370000.000,9446000.000,9376000.000,9352000.000,9222000.000,9119000.000,8892000.000,8750000.000,8682000.000
BuildingsAndImprovementsGross,9719000.000,9949000.000,10019000.000,10021000.000,10104000.000,10158000.000,10188000.000,10100000.000,10129000.000
CashEquivalentsAtCarryingValue,86000.000,79000.000,91000.000,165000.000,138000.000,143000.000,54000.000,73000.000,157000.000
DeferredFinanceCostsGross,,,,,,213000.000,,,
DividendsPayable,170000.000,170000.000,170000.000,170000.000,170000.000,141000.000,141000.000,,
DividendsPayableCurrentAndNoncurrent,,,,,,,,141000.000,141000.000
DueToAffiliate,80000.000,312000.000,369000.000,540000.000,600000.000,593000.000,506000.000,,
DueToAffiliateCurrentAndNoncurrent,,,,,,,,534000.000,658000.000
GeneralPartnersCapitalAccount,-473000.000,-475000.000,-476000.000,-477000.000,-478000.000,-479000.000,-481000.000,-481000.000,-482000.000
Land,3660000.000,3660000.000,3660000.000,3660000.000,3660000.000,3660000.000,3660000.000,3660000.000,3660000.000
Liabilities,11391000.000,11614000.000,11679000.000,11766000.000,11726000.000,11736000.000,11666000.000,11593000.000,11610000.000
LiabilitiesAndPartnersCapital,9370000.000,9446000.000,9376000.000,9352000.000,9222000.000,9119000.000,8892000.000,,
LiabilitiesAndStockholdersEquity,,,,,,,,8750000.000,8682000.000
LimitedPartnersCapitalAccount,-1548000.000,-1693000.000,-1827000.000,-1937000.000,-2026000.000,-2138000.000,-2293000.000,-2362000.000,-2446000.000
LongTermDebt,,,,,,10391000.000,,10301000.000,10255000.000
LongTermDebtComponentsMortgageLoans,10604000.000,10563000.000,10521000.000,10478000.000,10435000.000,10391000.000,10346000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,183000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,9587000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,220000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,207000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,194000.000,,,
OtherAssets,116000.000,123000.000,147000.000,120000.000,93000.000,85000.000,91000.000,74000.000,46000.000
OtherLiabilities,163000.000,156000.000,137000.000,148000.000,181000.000,190000.000,137000.000,164000.000,180000.000
PartnersCapital,-2021000.000,-2168000.000,-2303000.000,-2414000.000,-2504000.000,-2617000.000,-2774000.000,-2843000.000,-2928000.000
PropertyPlantAndEquipmentGross,,,,,,13818000.000,,,
RealEstateAccumulatedDepreciation,-4318000.000,-4489000.000,-4650000.000,-4724000.000,-4889000.000,-5053000.000,5217000.000,5268000.000,5431000.000
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,,,5053000.000,,,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,,,10391000.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,,,,,10158000.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,,,,3660000.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,,,13818000.000,,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,,,,,,1618000.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,8540000.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,,,3660000.000,,,
RealEstateInvestmentPropertyAtCost,13379000.000,13609000.000,13679000.000,13681000.000,13764000.000,13818000.000,13848000.000,13760000.000,13789000.000
RealEstateInvestmentPropertyNet,9061000.000,9120000.000,9029000.000,8957000.000,8875000.000,8765000.000,8631000.000,8492000.000,8358000.000
RealEstateInvestmentsUnconsolidatedRealEstateAndOtherJointVentures,0.000,0.000,,,,,,,
SecurityDepositLiability,53000.000,55000.000,60000.000,61000.000,64000.000,63000.000,68000.000,70000.000,73000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,-2843000.000,-2928000.000
TaxesPayable,229000.000,306000.000,387000.000,320000.000,243000.000,324000.000,440000.000,,
TaxesPayableCurrent,,,,,,,,349000.000,262000.000
