,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableOtherCurrent,22000000.000,20000000.000,15000000.000,14000000.000
AccountsPayableRelatedPartiesCurrent,14000000.000,,,
AccountsPayableTradeCurrent,21000000.000,23000000.000,33000000.000,32000000.000
AccountsReceivableNetCurrent,2000000.000,5000000.000,1000000.000,1000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1393000000.000,1135000000.000,1133000000.000,1128000000.000
AssetRetirementObligationCurrent,,,12000000.000,11000000.000
Assets,3039000000.000,3045000000.000,3045000000.000,3052000000.000
AssetsCurrent,135000000.000,168000000.000,153000000.000,139000000.000
AssetsHeldForSaleCurrent,,50000000.000,50000000.000,50000000.000
CashAndCashEquivalentsAtCarryingValue,2000000.000,5000000.000,3000000.000,5000000.000
Deposits,8000000.000,9000000.000,7000000.000,5000000.000
DueFromRelatedPartiesCurrent,,,36000000.000,25000000.000
DueToRelatedPartiesCurrent,,14000000.000,19000000.000,13000000.000
EquityMethodInvestments,58000000.000,58000000.000,57000000.000,57000000.000
InterestAndDividendsPayableCurrent,19000000.000,,,
InterestPayableCurrent,,22000000.000,19000000.000,22000000.000
InventoryNet,16000000.000,,,
LiabilitiesAndStockholdersEquity,3039000000.000,3045000000.000,3045000000.000,3052000000.000
LiabilitiesCurrent,102000000.000,111000000.000,112000000.000,109000000.000
LongTermDebtNoncurrent,1210000000.000,1210000000.000,1210000000.000,1210000000.000
NotesReceivableRelatedPartiesNoncurrent,218000000.000,205000000.000,197000000.000,210000000.000
OtherAssetsCurrent,16000000.000,2000000.000,,2000000.000
OtherAssetsNoncurrent,70000000.000,39000000.000,17000000.000,17000000.000
OtherLiabilitiesCurrent,4000000.000,2000000.000,1000000.000,4000000.000
OtherLiabilitiesNoncurrent,31000000.000,31000000.000,30000000.000,31000000.000
OtherReceivables,,20000000.000,31000000.000,24000000.000
PartnersCapital,1696000000.000,1693000000.000,1693000000.000,
PropertyPlantAndEquipmentGross,3951000000.000,3640000000.000,3666000000.000,3676000000.000
PropertyPlantAndEquipmentNet,2558000000.000,2505000000.000,2533000000.000,2548000000.000
RegulatoryAssetsCurrent,,13000000.000,16000000.000,15000000.000
RegulatoryAssetsNoncurrent,,70000000.000,88000000.000,81000000.000
StockholdersEquity,,,,1702000000.000
Supplies,,16000000.000,16000000.000,17000000.000
TaxesPayableCurrent,14000000.000,21000000.000,6000000.000,8000000.000
