,2011-06-30
ContractsRevenue,1015000.000
GeneralAndAdministrativeExpense,1200000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2478000.000
IncomeTaxExpenseBenefit,0.000
InterestExpense,14000.000
InterestIncomeDepositsWithFinancialInstitutions,10000.000
NetIncomeLoss,-2478000.000
NonoperatingIncomeExpense,-4000.000
OperatingExpenses,3523000.000
OperatingIncomeLoss,-2474000.000
ReimbursementRevenue,34000.000
ResearchAndDevelopmentExpense,2323000.000
Revenues,1049000.000
SalesRevenueNet,1049000.000
