,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,17100000.000,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,-3800000.000,,,,24000000.000,,
AssetImpairmentCharges,,,,,6800000.000,1100000.000,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,30600000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,,,1090600000.000,,,,,
CapitalLeaseObligationsIncurred,,,,,,,2700000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-19400000.000,,,,23000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,26700000.000,,
ComprehensiveIncomeNetOfTax,,,46100000.000,24500000.000,-6200000.000,9800000.000,-5100000.000,7000000.000,-32900000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-1000000.000,1700000.000,-1600000.000,-1200000.000,-1100000.000,-800000.000,-800000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,45100000.000,22800000.000,-7800000.000,8600000.000,-6200000.000,6200000.000,-33700000.000
CostOfGoodsSold,1125100000.000,1045100000.000,930800000.000,906600000.000,748400000.000,704700000.000,726700000.000,777100000.000,798400000.000
DeferredIncomeTaxExpenseBenefit,,,-300000.000,,,,5400000.000,,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,11000000.000,57000000.000,,
DepreciationDepletionAndAmortization,,,11000000.000,,,,10900000.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,-100000.000,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,1400000.000,,,,-3700000.000,,
GainLossOnDispositionOfAssets1,,,,,,,,,1300000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,1300000.000
GoodwillImpairmentLoss,,,,,6800000.000,,,,
