,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30
GrossProfit,163900000.000,173700000.000,190800000.000,184000000.000,158500000.000,155100000.000,147700000.000,154400000.000,149500000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,2500000.000,2200000.000,,900000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-100000.000,13700000.000,39800000.000,32600000.000,2400000.000,6200000.000,4500000.000,4800000.000,-39800000.000
IncomeTaxExpenseBenefit,7700000.000,3500000.000,2700000.000,3200000.000,2200000.000,2900000.000,3500000.000,2100000.000,-13400000.000
IncomeTaxesPaidNet,,,3200000.000,,,,400000.000,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,42800000.000,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,30000000.000,,
IncreaseDecreaseInAccountsPayableTrade,,,98700000.000,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,-1600000.000,,,,21900000.000,,
IncreaseDecreaseInAccruedTaxesPayable,,,-1500000.000,,,,-3100000.000,,
IncreaseDecreaseInBookOverdrafts,,,-15400000.000,,,,25000000.000,,
IncreaseDecreaseInInventories,,,49500000.000,,,,-25100000.000,,
IncreaseDecreaseInOperatingCapital,,,,,,,-6900000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,100000.000,,
IncreaseDecreaseInPensionAndPostretirementObligations,,,,,,,-13300000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,8000000.000,,,,-200000.000,,
IncreaseDecreaseInReceivables,,,,,,,53900000.000,,
IncreaseDecreaseInRestrictedCash,,,3100000.000,,,,,,
InterestAndDebtExpense,20400000.000,20300000.000,19300000.000,,,,,,
InterestExpense,,,,19800000.000,27800000.000,27100000.000,27400000.000,27500000.000,27900000.000
InterestPaid,,,7100000.000,,,,3500000.000,,
LossContingencyDamagesAwardedValue,,,,,,,27700000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-39500000.000,,,,5000000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-39500000.000,,,,5000000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-14600000.000,,,,-3300000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-14600000.000,,,,-3300000.000,,
NetCashProvidedByUsedInOperatingActivities,,,33300000.000,,,,25000000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,33300000.000,,,,25000000.000,,
NetIncomeLoss,-7200000.000,12100000.000,38200000.000,30600000.000,1900000.000,4300000.000,1900000.000,3600000.000,-25600000.000
NetIncomeLossAttributableToNoncontrollingInterest,-600000.000,-1900000.000,-1100000.000,1200000.000,-1700000.000,-1000000.000,-900000.000,-900000.000,-800000.000
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,,,,,,,1100000.000,,
NonoperatingIncomeExpense,-700000.000,1200000.000,-300000.000,800000.000,2000000.000,-1100000.000,2000000.000,-1700000.000,-8500000.000
OperatingExpenses,139800000.000,138300000.000,131400000.000,131500000.000,121400000.000,119600000.000,117800000.000,120400000.000,154200000.000
OperatingIncomeLoss,21000000.000,32800000.000,59400000.000,51600000.000,28200000.000,34400000.000,29900000.000,34000000.000,-3400000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,-7300000.000,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,200000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,,,-100000.000,,
PaymentsToAcquireInterestInJointVenture,,,2900000.000,,,,,,
PaymentsToAcquireProductiveAssets,,,14500000.000,,,,3400000.000,,
PensionContributions,,,,,,,10600000.000,,
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,,,-24100000.000,,,,-19800000.000,,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,,,0.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,2900000.000,,,,100000.000,,
ProfitLoss,-7800000.000,10200000.000,37100000.000,29400000.000,200000.000,3300000.000,1000000.000,2700000.000,-26400000.000
ProvisionForDoubtfulAccounts,,,100000.000,,,,900000.000,,
RelatedPartyTransactionAmountsOfTransaction,,,,,,,1300000.000,,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,200000.000,,
RestructuringCharges,,,,,2100000.000,,,,
Revenues,1289000000.000,1218800000.000,1121600000.000,1090600000.000,906900000.000,859800000.000,874400000.000,931500000.000,947900000.000
SalesRevenueNet,1289000000.000,1218800000.000,1121600000.000,1090600000.000,906900000.000,859800000.000,874400000.000,931500000.000,947900000.000
