,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
GainLossRelatedToLitigationSettlement,,0.000,-16320000.000,0.000,
GeneralAndAdministrativeExpense,-37715000.000,46321000.000,58555000.000,65292000.000,65728000.000
GoodwillAcquiredDuringPeriod,,31170000.000,19548000.000,,
GoodwillAndIntangibleAssetImpairment,,,,,0.000
GrossProfit,108760000.000,117440000.000,122299000.000,117722000.000,58424000.000
IncomeLossFromContinuingOperations,,,,,-26435000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-39490000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,48817000.000,58894000.000,23480000.000,24642000.000,-39490000.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,,-34934000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,-0.550
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,-0.550
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,37294000.000
IncomeTaxExpenseBenefit,16924000.000,22024000.000,9352000.000,9675000.000,-13055000.000
IncomeTaxExpenseBenefitContinuingOperations,,22024000.000,9352000.000,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,20613000.000,8218000.000,8625000.000,-13821000.000
IncomeTaxReconciliationNondeductibleExpense,,631000.000,60000.000,329000.000,1776000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,605000.000,472000.000,291000.000
IncomeTaxReconciliationOtherReconcilingItems,,-19000.000,-80000.000,139000.000,-151000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,761000.000,442000.000,484000.000,-1118000.000
IncomeTaxReconciliationTaxCredits,,0.000,53000.000,96000.000,32000.000
IncomeTaxesPaid,14279000.000,4483000.000,11977000.000,9549000.000,10064000.000
IncreaseDecreaseInAccountsPayable,55000.000,757000.000,31000.000,-528000.000,-299000.000
IncreaseDecreaseInAccountsReceivable,-1050000.000,-1220000.000,3117000.000,182000.000,-528000.000
IncreaseDecreaseInAccruedLiabilities,2612000.000,-3256000.000,19384000.000,-4776000.000,-6000000.000
IncreaseDecreaseInConstructionPayables,11584000.000,-11799000.000,-163000.000,1278000.000,0.000
IncreaseDecreaseInDeferredCharges,-992000.000,903000.000,1392000.000,2250000.000,498000.000
IncreaseDecreaseInDeferredRevenue,1838000.000,3181000.000,6190000.000,3381000.000,2008000.000
IncreaseDecreaseInOtherNoncurrentAssets,109000.000,267000.000,355000.000,1612000.000,386000.000
IncreaseDecreaseInOtherReceivables,-2242000.000,1505000.000,-786000.000,2373000.000,174000.000
IncreaseDecreaseInPrepaidExpense,-6464000.000,-13262000.000,-6770000.000,3548000.000,-943000.000
IncreaseDecreaseInRestrictedCash,1250000.000,0.000,0.000,,
IncreaseDecreaseInRestrictedCashAndInvestments,,2250000.000,1250000.000,0.000,
InterestExpense,266000.000,967000.000,3082000.000,3266000.000,6073000.000
InterestPaid,190000.000,,,,
InterestPaidNet,,426000.000,2791000.000,2851000.000,2904000.000
InvestmentIncomeInterest,68000.000,109000.000,88000.000,92000.000,82000.000
LeaseAndRentalExpense,,688000.000,800000.000,700000.000,800000.000
NetCashProvidedByUsedInFinancingActivities,3145000.000,-29600000.000,5570000.000,5252000.000,-39620000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3145000.000,-29600000.000,5570000.000,5252000.000,-39620000.000
NetCashProvidedByUsedInInvestingActivities,-43011000.000,-50051000.000,-59842000.000,-1708000.000,45153000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-43011000.000,-50051000.000,-59842000.000,-1708000.000,45153000.000
NetCashProvidedByUsedInOperatingActivities,44467000.000,53597000.000,47509000.000,30210000.000,-18614000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,44467000.000,53597000.000,47509000.000,30210000.000,-18614000.000
NetIncomeLoss,31893000.000,36870000.000,14128000.000,14967000.000,10859000.000
NetIncomeLossAvailableToCommonStockholdersBasic,31893000.000,36870000.000,14128000.000,14967000.000,
NetIncomeLossAvailableToCommonStockholdersDiluted,31893000.000,36870000.000,14128000.000,14967000.000,
NumberOfOperatingSegments,,1.000,,,
OperatingExpenses,61245000.000,57998000.000,96447000.000,90584000.000,93358000.000
OperatingIncomeLoss,47515000.000,59442000.000,25852000.000,27138000.000,-34934000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,-113000.000
OtherDepreciationAndAmortization,,,,,18930000.000
OtherNoncashIncomeExpense,,-313000.000,309000.000,35000.000,314000.000
OtherNonoperatingIncomeExpense,1500000.000,310000.000,622000.000,678000.000,1435000.000
OtherNonrecurringExpense,,,,,6026000.000
OtherPaymentsToAcquireBusinesses,0.000,0.000,,,
PaymentsForRepurchaseOfCommonStock,16208000.000,115695000.000,5996000.000,,
PaymentsForRestructuring,,,,,538000.000
PaymentsOfDebtIssuanceCosts,455000.000,1637000.000,251000.000,0.000,
PaymentsOfFinancingCosts,,,,,4990000.000
PaymentsToAcquireAvailableForSaleSecurities,14101000.000,11230000.000,0.000,0.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,0.000,37280000.000,47250000.000,0.000,
PaymentsToAcquireEquityMethodInvestments,,,3856000.000,-3581000.000,
PaymentsToAcquirePropertyPlantAndEquipment,40328000.000,23495000.000,6761000.000,3487000.000,2681000.000
PaymentsToDevelopSoftware,1379000.000,2854000.000,2725000.000,5295000.000,4478000.000
ProFormaWeightedAverageSharesOutstandingDiluted,,,48368365.000,,
ProceedsFromDivestitureOfBusinesses,,,,,52063000.000
ProceedsFromIssuanceOfCommonStock,0.000,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,1214000.000,,,,356000.000
ProceedsFromLinesOfCredit,0.000,80000000.000,52000000.000,15000000.000,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,13055000.000,12094000.000,0.000,0.000,
ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,,14634000.000,0.000,0.000,
ProceedsFromStockOptionsExercised,,3077000.000,1303000.000,203000.000,
ProvisionForOtherLosses,,12009000.000,5948000.000,4425000.000,
RealEstateImprovements,,33000000.000,29600000.000,30900000.000,
ReductionOfShortTermCapitalLeaseObligations,0.000,,,,
RepaymentsOfLinesOfCredit,0.000,,43000000.000,10000000.000,35000000.000
ResearchAndDevelopmentExpense,-3265000.000,5221000.000,9305000.000,7194000.000,6579000.000
RestructuringCharges,,,,,680000.000
Revenues,176320000.000,197720000.000,211123000.000,220111000.000,157958000.000
SalesAllowancesServices,,,,8750000.000,
SalesReturnsAndAllowancesGoods,,,,,46250000.000
SalesRevenueGoodsGross,,,,,204208000.000
SalesRevenueNet,176320000.000,197720000.000,211123000.000,220111000.000,157958000.000
SellingAndMarketingExpense,-20265000.000,12284000.000,17058000.000,18098000.000,13909000.000
ShareBasedCompensation,3868000.000,4093000.000,4144000.000,4574000.000,6589000.000
ShareBasedGoodsAndNonemployeeServicesTransactionCashFlowEffects,10493000.000,0.000,0.000,,
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,10493000.000,,,,
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,,0.000,0.000,
StockIssuedDuringPeriodValueStockOptionsExercised,1214000.000,3077000.000,1303000.000,203000.000,356000.000
StockRepurchasedAndRetiredDuringPeriodValue,,-1000.000,,0.000,
TaxBenefitFromStockOptionsExercised,8793000.000,,,,
TaxBenefitFromStockOptionsExercised1,,-4628000.000,-1514000.000,,
TreasuryStockValueAcquiredCostMethod,-16208000.000,115695000.000,5996000.000,,
UnrealizedGainLossOnInvestments,,,,,0.000
UnrealizedGainLossOnSecurities,,,,,0.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,10000.000,0.000,12000.000,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,0.000,0.000,0.000,-41000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,17000.000,76000.000,0.000,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,18000.000,29000.000,24000.000,85000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,-22000.000,-24000.000,-114000.000,117000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,100000.000
WeightedAverageBasicSharesOutstandingProForma,,,46717359.000,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,2850928.000,1651006.000,840259.000,519048.000
WeightedAverageNumberOfDilutedSharesOutstanding,59553678.000,56728807.000,48368365.000,48050039.000,48172811.000
WeightedAverageNumberOfSharesOutstandingBasic,55210972.000,53877879.000,46717359.000,47209780.000,47653763.000
