,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-27986.000,,,,-3728.000,,,,-36613.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000
EffectiveIncomeTaxRateContinuingOperations,,0.500,,,,,,,,
ExplorationExpense,,,,,,24953.000,14171.000,114329.000,32492.000,20008.000
FeesAndCommissionsTransferAgent,,,,,,-249.000,,,,
GeneralAndAdministrativeExpense,4904.000,14452.000,5779.000,3768.000,-9889.000,5442.000,11133.000,22986.000,25227.000,4945.000
IncreaseDecreaseInAccountsPayable,,-9070.000,,,,,,,,-1400.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,-584.000,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,659.000
InterestExpenseDebt,,,,,,1233.000,-1260.000,2412.000,452.000,
MarketingExpense,,,,,,8000.000,,,,
NetCashProvidedByUsedInFinancingActivities,,8500.000,,,,30000.000,,,,-5000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,8500.000,,,,30000.000,,,,-5000.000
NetCashProvidedByUsedInOperatingActivities,,-36486.000,,,,-33728.000,,,,-31613.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-36486.000,,,,-33728.000,,,,-31613.000
NetIncomeLoss,-13103.000,-27416.000,-9104.000,-8893.000,-41622.000,-42377.000,-53567.000,-142851.000,-58714.000,-29554.000
NoninterestExpenseTransferAgentAndCustodianFees,,,,,,,3326.000,4024.000,,2101.000
OperatingExpenses,13103.000,27416.000,11904.000,11893.000,-141823.000,33144.000,-52307.000,-145263.000,-133002.000,-29554.000
OperatingIncomeLoss,,,-10904.000,-8893.000,,,,,,
OtherIncome,,,1800.000,,,,,,,
PaymentsForRent,-900.000,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,30000.000,,,,-5000.000
ProfessionalFees,7299.000,12964.000,6125.000,8125.000,5125.000,2500.000,23677.000,3924.000,4583.000,2500.000
SalesRevenueGoodsNet,,,1000.000,,,,,,,
ShareBasedCompensation,,,,,,8000.000,,,,
StockIssued1,,,,,,8000.000,,,,
StockRepurchasedAndRetiredDuringPeriodShares,,,,,,1800000000.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,21000000.000,21295947.000,21850000.000,21850000.000,-43142591.000,219508790.000,48582967.000,44050000.000,-223339708.000,44050000.000
