,2013-06-28,2013-12-27,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25,2015-12-25,2016-03-25,2016-06-24,2017-03-31
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,-200000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,3300000.000,,,,35400000.000,,,,8500000.000,,,16400000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,8900000.000,,,,,,,
AllocatedShareBasedCompensationExpense,4600000.000,,,,,,,,,,,,
AmortizationOfIntangibleAssets,8900000.000,8800000.000,15500000.000,51600000.000,86400000.000,125500000.000,123600000.000,149600000.000,151600000.000,173400000.000,175000000.000,175800000.000,175100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,100000.000,,,,0.000,0.000,0.000,100000.000,600000.000,1400000.000,1500000.000,3700000.000
AssetRetirementObligationAccretionExpense,,800000.000,,,,500000.000,,,,500000.000,,,
AssetRetirementObligationCashPaidToSettle,,0.000,,,,,,,,,,,
AssetRetirementObligationForeignCurrencyTranslation,,300000.000,,,,-1300000.000,,,,-500000.000,,,
AssetRetirementObligationLiabilitiesIncurred,,0.000,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,0.700,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,0.690,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,,,,,,,,,1.090,1.080,1.800,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,,,,,,,,,1.080,1.080,1.790,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,,,,126000000.000,120500000.000,195700000.000,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,81100000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,982100000.000,,914800000.000,918000000.000,970600000.000,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,23500000.000,,1100000.000,1900000.000,100000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,12300000.000,,,,191200000.000,,,,156000000.000,,,
ComprehensiveIncomeNetOfTax,-34300000.000,45800000.000,9300000.000,-20000000.000,-397200000.000,71400000.000,62300000.000,67800000.000,58400000.000,144900000.000,118500000.000,198700000.000,461800000.000
CostOfGoodsSold,304200000.000,284600000.000,295200000.000,368800000.000,388700000.000,427600000.000,421400000.000,431600000.000,212700000.000,423100000.000,438400000.000,429300000.000,392300000.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,,35900000.000
DeferredIncomeTaxExpenseBenefit,,15000000.000,,,,-69700000.000,,,,-108900000.000,,,-75400000.000
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,-73600000.000
Depreciation,25300000.000,26300000.000,26100000.000,30400000.000,30800000.000,25100000.000,27000000.000,30400000.000,21400000.000,30400000.000,36800000.000,33300000.000,28800000.000
DepreciationDepletionAndAmortization,,35100000.000,,,,150600000.000,,,,206000000.000,,,204000000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,-2700000.000,-200000.000,,
EarningsPerShareBasic,-0.480,0.790,0.200,-0.410,-5.500,0.800,0.850,0.500,0.630,1.830,1.060,1.840,3.860
EarningsPerShareDiluted,-0.480,0.780,0.200,-0.410,-5.490,0.790,0.840,0.490,0.630,1.820,1.060,1.820,3.850
EffectOfExchangeRateOnCashAndCashEquivalents,,-1400000.000,,,,-3900000.000,,,,-1500000.000,,,0.000
EffectiveIncomeTaxRateContinuingOperations,-2.506,0.263,,,,-0.112,-0.809,0.054,,-0.383,-0.804,-0.839,3.726
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,,,0.360,,,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseAmortization,,,,,,,0.660,,,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,,2.120,,,,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,,,,,0.030,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,1300000.000,,,,8900000.000,,,,0.000,,,
ForeignCurrencyTransactionGainLossBeforeTax,,5000000.000,4300000.000,1700000.000,-10400000.000,,,,,,,,
GainLossOnSaleOfBusiness,,,,,,,,,,97000000.000,,,427200000.000
GrossProfit,265800000.000,255600000.000,262600000.000,284300000.000,400600000.000,438700000.000,488500000.000,533500000.000,392900000.000,491700000.000,479600000.000,541300000.000,418600000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,,,,,0.000
IncomeLossFromContinuingOperations,-27700000.000,46400000.000,11700000.000,-24300000.000,-352400000.000,92100000.000,76500000.000,57500000.000,82100000.000,115900000.000,120300000.000,195700000.000,28900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-7900000.000,63000000.000,-8600000.000,-26700000.000,-391100000.000,82800000.000,42300000.000,60800000.000,29400000.000,83800000.000,66700000.000,106400000.000,-10600000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.480,0.800,0.200,-0.420,-5.490,0.790,0.660,0.490,0.700,1.000,1.080,1.800,0.280
IncomeLossFromContinuingOperationsPerDilutedShare,-0.480,0.790,0.200,-0.420,-5.480,0.780,0.650,0.480,0.700,1.000,1.070,1.790,0.280
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-200000.000,-800000.000,-100000.000,200000.000,0.000,600000.000,22300000.000,500000.000,-6900000.000,95200000.000,-2000000.000,3600000.000,370300000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,-0.010,0.000,0.000,0.000,0.010,0.190,0.000,-0.060,0.820,-0.020,0.030,3.580
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,-0.010,0.000,0.000,0.000,0.010,0.190,0.000,-0.060,0.820,-0.020,0.030,3.570
IncomeLossFromEquityMethodInvestments,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,19800000.000,16600000.000,-20300000.000,-2400000.000,-38700000.000,-9300000.000,-34200000.000,3300000.000,-52700000.000,-32100000.000,-53600000.000,-89300000.000,-39500000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,,,,,,22.300,,,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,,,,,34.500,,,,,
IncomeTaxReconciliationNondeductibleExpenseAmortization,,,,,,,,13.400,,,,,
IncomeTaxReconciliationOtherAdjustments,,,,,,,,1.200,,,,,
IncomeTaxReconciliationOtherReconcilingItems,,,,,,,,30.800,,,,,
IncreaseDecreaseInAccountsPayable,,21300000.000,,,,-5900000.000,,,,-13000000.000,,,-6600000.000
IncreaseDecreaseInAccountsReceivable,,-4900000.000,,,,-28100000.000,,,,-68400000.000,,,57400000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,,,5000000.000,-3300000.000,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-66400000.000,,,,,,,,,,,
IncreaseDecreaseInIncomeTaxes,,,,,,,13900000.000,,,,,,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,-8300000.000,,,,71000000.000,,,,82300000.000,,,-60600000.000
IncreaseDecreaseInInventories,,33200000.000,,,,-22600000.000,,,,14500000.000,,,13500000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,-7800000.000,,,,97100000.000,,,,35600000.000,,,95900000.000
IncreaseDecreaseInPrepaidTaxes,,,,,,54300000.000,,,,,,,
IncreaseDecreaseInRestrictedCash,,-4100000.000,,,,-400000.000,,,,100000.000,,,
InterestExpense,9400000.000,9800000.000,12400000.000,22700000.000,37700000.000,48800000.000,57400000.000,72500000.000,76900000.000,97800000.000,97200000.000,95600000.000,94200000.000
InterestIncomeOther,0.000,300000.000,500000.000,300000.000,400000.000,100000.000,400000.000,200000.000,300000.000,200000.000,200000.000,400000.000,900000.000
LitigationSettlementExpense,,,,,,,,15500000.000,,,,,
LossContingencyAccrualProvision,,,,11500000.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,4200000.000,,,,-800000.000,,,,-369500000.000,,,-498300000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,4200000.000,,,,-800000.000,,,,-369500000.000,,,-498300000.000
NetCashProvidedByUsedInInvestingActivities,,-12600000.000,,,,-20900000.000,,,,215600000.000,,,513500000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-12600000.000,,,,-20900000.000,,,,215600000.000,,,513500000.000
NetCashProvidedByUsedInOperatingActivities,,22100000.000,,,,216800000.000,,,,311400000.000,,,-97400000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,22100000.000,,,,216800000.000,,,,311400000.000,,,-97400000.000
NetIncomeLoss,-27900000.000,45600000.000,11600000.000,-24100000.000,-352400000.000,92700000.000,98800000.000,58000000.000,75200000.000,211100000.000,118300000.000,199300000.000,399200000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,91700000.000,97900000.000,57600000.000,74900000.000,211100000.000,118300000.000,199300000.000,
