,2011-09-30,2012-03-31,2012-09-30,2013-03-31
AcquisitionCosts,,-669061.000,,0.000
AdvertisingExpense,,,10621.000,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,0.000
AmortizationOfFinancingCostsAndDiscounts,,,,61244.000
AmortizationOfIntangibleAssets,,,35799.000,22961.000
CashAcquiredFromAcquisition,,,,1310122.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-151401.000,,1057568.000
ComprehensiveIncomeNetOfTax,-7219267.000,-1854675.000,-4028887.000,-6722522.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-3998410.000,-6829521.000
CostOfRevenue,138829.000,388856.000,501347.000,825820.000
DeferredRevenueRevenueRecognized,,,,63113.000
DepreciationAndAmortization,18177.000,,,229810.000
DepreciationDepletionAndAmortization,,141800.000,252142.000,76048.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,195676.000
EarningsPerShareBasicAndDiluted,-0.010,0.000,-0.460,
EffectOfExchangeRateOnCash,,,,-1818.000
FairValueAssumptionsExpectedDividendRate,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,2.450
FairValueAssumptionsRiskFreeInterestRate,,,,0.004
ForeignCurrencyTransactionGainLossBeforeTax,-41784.000,-12805.000,-217734.000,-530.000
GainsLossesOnExtinguishmentOfDebt,,2275201.000,,-3401263.000
GrossProfit,-23458.000,-226191.000,521941.000,597785.000
ImpairmentOfIntangibleAssetsFinitelived,,,1010000.000,
IncomeLossFromContinuingOperations,,,,-7028912.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-0.050
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,0.000
IncomeTaxesPaid,,614.000,,995.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,2768129.000,,1889938.000
IncreaseDecreaseInAccountsReceivable,,-12732.000,,-390927.000
IncreaseDecreaseInDueFromRelatedParties,,240194.000,,-19869.000
IncreaseDecreaseInInventories,,-338054.000,,7694.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-19905.000,,35922.000
InterestExpense,315925.000,660189.000,246747.000,306851.000
InterestPaidNet,,,,4131.000
NetCashProvidedByUsedInFinancingActivities,,2066434.000,,1027972.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,2066434.000,,1027972.000
NetCashProvidedByUsedInInvestingActivities,,-669061.000,,305572.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-669061.000,,305572.000
NetCashProvidedByUsedInOperatingActivities,,-1548774.000,,-274158.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-1548774.000,,-274158.000
NetIncomeLoss,-7227611.000,-1854675.000,-4028887.000,-6833236.000
NetIncomeLossAttributableToNoncontrollingInterest,-8344.000,-17886.000,30477.000,-106999.000
NonoperatingIncomeExpense,3595.000,1595875.000,-606730.000,-4938036.000
OperatingExpenses,6866114.000,3242245.000,3913621.000,2688661.000
OperatingIncomeLoss,-6889572.000,-3468436.000,-3391680.000,-2090876.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,3715.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToNoncontrollingInterest,-8344.000,-17886.000,30477.000,-106999.000
OtherComprehensiveIncomeLossTax,7227611.000,1872561.000,,
OtherNonoperatingIncomeExpense,,49618.000,-34097.000,31629.000
PaymentsToAcquireBusinessesGross,,,,950000.000
PaymentsToAcquireIntangibleAssets,,,,15796.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,38754.000
ProceedsFromConvertibleDebt,,,,328500.000
ProceedsFromNotesPayable,,2264777.000,,0.000
ProceedsFromRelatedPartyDebt,,66378.000,,0.000
ProfitLoss,-7219267.000,-1872561.000,-3998410.000,-6726237.000
ProvisionForDoubtfulAccounts,,3800.000,,
RepaymentsOfNotesPayable,,,,70397.000
RepaymentsOfRelatedPartyDebt,,24527.000,,0.000
Revenues,115371.000,162665.000,1023288.000,1423605.000
SalesRevenueNet,115371.000,162665.000,1023288.000,1423605.000
SellingGeneralAndAdministrativeExpense,6847937.000,3100445.000,2651479.000,2612613.000
StockIssuedDuringPeriodValueOther,,8117085.000,,3231125.000
UnrealizedGainLossOnDerivatives,16075.000,-55950.000,53098.000,-1261021.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,728639086.000,8842770.000,139790494.000
WeightedAverageNumberOfSharesOutstandingBasic,564720732.000,,,
