,2017-03-31
AllocatedShareBasedCompensationExpense,624000.000
AmortizationOfDebtDiscountPremium,288000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5189349.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-8773000.000
ComprehensiveIncomeNetOfTax,-8512000.000
CostOfRevenue,1275000.000
DeferredIncomeTaxExpenseBenefit,-431000.000
DepreciationDepletionAndAmortization,171000.000
EarningsPerShareBasicAndDiluted,-0.220
EffectOfExchangeRateOnCash,-279000.000
EffectiveIncomeTaxRateContinuingOperations,0.048
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.260
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,-1843000.000
ForeignCurrencyTransactionGainLossBeforeTax,482000.000
GeneralAndAdministrativeExpense,3045000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-9069000.000
IncomeTaxExpenseBenefit,-431000.000
IncreaseDecreaseInAccountsPayable,-609000.000
IncreaseDecreaseInAccountsReceivable,32000.000
IncreaseDecreaseInInventories,78000.000
IncreaseDecreaseInOtherCurrentAssets,28000.000
IncreaseDecreaseInOtherCurrentLiabilities,589000.000
IncreaseDecreaseInOtherNoncurrentAssets,27000.000
InterestExpense,704000.000
InterestPaid,450000.000
LeaseAndRentalExpense,217000.000
NetCashProvidedByUsedInFinancingActivities,16000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,16000.000
NetCashProvidedByUsedInInvestingActivities,-266000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-266000.000
NetCashProvidedByUsedInOperatingActivities,-8244000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-8244000.000
NetIncomeLoss,-8638000.000
OperatingExpenses,8974000.000
OperatingIncomeLoss,-8847000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,126000.000
PaymentsToAcquirePropertyPlantAndEquipment,266000.000
ProceedsFromStockOptionsExercised,16000.000
ResearchAndDevelopmentExpense,4654000.000
Revenues,127000.000
SalesRevenueNet,127000.000
ShareBasedCompensation,624000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,316000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,3.100
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,3.630
StockIssuedDuringPeriodSharesIssuedForServices,69000.000
StockIssuedDuringPeriodSharesStockOptionsExercised,-19000.000
StockIssuedDuringPeriodValueIssuedForServices,43000.000
StockIssuedDuringPeriodValueShareBasedCompensationGross,581000.000
StockIssuedDuringPeriodValueStockOptionsExercised,16000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,40026270.000
