,2011-09-21
CashAndCashEquivalentsPeriodIncreaseDecrease,-39307000.000
CostOfGoodsSold,1153307000.000
DepreciationAndAmortization,27440000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,682000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-191000.000
EarningsPerShareBasicAndDiluted,-0.430
GrossProfit,437083000.000
IncomeLossFromContinuingOperations,-24593000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-24593000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.440
IncomeLossFromDiscontinuedOperationsNetOfTax,491000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.010
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,-23004000.000
IncreaseDecreaseInBookOverdrafts,1662000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,4470000.000
IncreaseDecreaseInReceivables,-7098000.000
IncreaseDecreaseInRetailRelatedInventories,146000.000
IncreaseDecreaseInSelfInsuranceReserve,266000.000
InterestIncomeExpenseNet,-1824000.000
NetCashProvidedByUsedInFinancingActivities,-1600000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1600000.000
NetCashProvidedByUsedInInvestingActivities,-23671000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-23671000.000
NetCashProvidedByUsedInOperatingActivities,-14036000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-14036000.000
NetIncomeLoss,-24102000.000
OperatingExpenses,459852000.000
OperatingIncomeLoss,-22769000.000
OtherNoncashIncomeExpense,299000.000
PaymentsOfDebtIssuanceCosts,23000.000
PaymentsToAcquireProductiveAssets,24131000.000
ProceedsFromLinesOfCredit,4725000.000
ProceedsFromPaymentsForOtherFinancingActivities,31000.000
ProceedsFromSaleOfProductiveAssets,460000.000
RepaymentsOfLinesOfCredit,4713000.000
RepaymentsOfLongTermCapitalLeaseObligations,3282000.000
Revenues,1590390000.000
SalesRevenueNet,1590390000.000
ShareBasedCompensation,2583000.000
WeightedAverageNumberOfDilutedSharesOutstanding,55868000.000
WeightedAverageNumberOfSharesOutstandingBasic,55868000.000
