,2011-09-30,2011-12-31,2012-03-31
AccountsPayable,20000.000,,0.000
AccountsPayableCurrent,,75000.000,
AccountsReceivableNet,136000.000,,0.000
AccountsReceivableNetCurrent,,21000.000,
AccountsReceivableRelatedParties,,,63000.000
Assets,2733000.000,,371000.000
AssetsCurrent,,459000.000,
AssetsNet,,224000.000,290000.000
BuildingsAndImprovementsGross,11401000.000,,
Cash,,419000.000,298000.000
CashEquivalentsAtCarryingValue,73000.000,419000.000,298000.000
DividendsPayableAmount,,37000.000,37000.000
DueFromAffiliateCurrent,,19000.000,
DueFromAffiliates,,,10000.000
DueToAffiliate,2831000.000,,
GeneralPartnersCapitalAccount,-218000.000,,
Land,621000.000,,
Liabilities,6888000.000,,81000.000
LiabilitiesAndPartnersCapital,2733000.000,,
LiabilitiesCurrent,,235000.000,
LimitedPartnersCapitalAccount,-3937000.000,,
LongTermDebtComponentsMortgageLoans,3543000.000,,
OtherAssets,129000.000,,
OtherLiabilities,205000.000,,0.000
OtherLiabilitiesCurrent,,63000.000,
PartnersCapital,-4155000.000,,
RealEstateAccumulatedDepreciation,-9627000.000,,
RealEstateInvestmentPropertyAtCost,12022000.000,,
RealEstateInvestmentPropertyNet,2395000.000,,
SecurityDepositLiability,112000.000,,
TaxesPayable,177000.000,,
