,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrentAndNoncurrent,2677.000,9028.000,2760.000,5904.000,27794.000,8249.000,8248.000,5768.000,5767.000
AdvancesToAffiliate,,,,,16471.000,-10151.000,-14456.000,,
Assets,306940.000,290301.000,298756.000,283738.000,300507.000,1078216.000,4057559.000,4016688.000,3997445.000
AssetsCurrent,26108.000,9975.000,18936.000,4423.000,16822.000,794531.000,3773874.000,3733003.000,3713761.000
Cash,,9975.000,18936.000,4423.000,,,,,
CashAndCashEquivalentsAtCarryingValue,26108.000,9975.000,18936.000,4423.000,16822.000,794531.000,3773873.000,3733003.000,3715783.000
CommonStockValue,39650775.000,39650775.000,39650775.000,39650775.000,39650775.000,40450775.000,40450775.000,40450775.000,43528614.000
CommonStockValueOutstanding,64894305.000,,,,64894305.000,,,,
DeferredRevenue,,,,,23000.000,48000.000,,,
DueFromRelatedPartiesCurrent,147196.000,,,,163668.000,153517.000,149213.000,152998.000,149198.000
Liabilities,149873.000,163321.000,182053.000,204197.000,214462.000,209766.000,3235330.000,3236634.000,154965.000
LiabilitiesAndStockholdersEquity,306940.000,290301.000,298756.000,283738.000,300507.000,1078216.000,4057559.000,4016688.000,3997445.000
LiabilitiesCurrent,149873.000,163321.000,182053.000,204197.000,214462.000,209766.000,3235330.000,3236634.000,154965.000
OtherPrepaidExpenseCurrent,,,,,,,3077868.000,3077868.000,
PreferredStockValue,470264.000,470264.000,470264.000,470264.000,470264.000,470264.000,470264.000,470264.000,470264.000
PreferredStockValueOutstanding,5700000.000,,,,5700000.000,,,,
PropertyPlantAndEquipmentNet,280832.000,280326.000,279820.000,279315.000,283685.000,283685.000,283685.000,283685.000,283685.000
RelatedPartyTransactionDueFromToRelatedParty,,154293.000,179293.000,198293.000,,,,,
RetainedEarningsAccumulatedDeficit,-39963972.000,-39994059.000,-40004336.000,-40041498.000,-40034994.000,-40052589.000,-40098810.000,-40140985.000,-40156398.000
SaleOfStockPricePerShare,,,,,,,800000.000,,
StockholdersEquity,157067.000,126980.000,116703.000,79541.000,86045.000,868450.000,822229.000,780054.000,3842480.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,157067.000,126980.000,116703.000,79541.000,86045.000,868450.000,822229.000,780054.000,3842480.000
