,2011-01-16,2011-04-10,2011-07-03,2011-09-25,2012-01-15,2012-04-08,2012-07-01,2012-09-30,2013-01-20,2013-04-14,2013-07-07,2013-09-29,2014-01-19,2014-04-13,2014-07-06,2014-09-28,2015-01-18,2015-04-12,2015-07-05,2015-09-27,2016-01-17,2016-04-10,2016-07-03,2016-09-25,2017-01-15,2017-04-09
AccountsPayableCurrent,211718000.000,233991000.000,228303000.000,236913000.000,224939000.000,243627000.000,239579000.000,247089000.000,244000000.000,230000000.000,230000000.000,247000000.000,277000000.000,271000000.000,269000000.000,276000000.000,280000000.000,296000000.000,291000000.000,295000000.000,278000000.000,299000000.000,292000000.000,307000000.000,288000000.000,313000000.000
AccruedIncomeTaxesCurrent,,,,,10300000.000,10300000.000,,14100000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1622212000.000,,,,1855965000.000,,,,2084000000.000,,,,2386000000.000,,,,2691000000.000,,,,2972000000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,3100000.000,6200000.000,5000000.000,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3030000.000,6408000.000,5251000.000,-164000.000,171000.000,2932000.000,222000.000,5266000.000,3000000.000,0.000,-6000000.000,1000000.000,-4000000.000,-2000000.000,2000000.000,-7000000.000,-18000000.000,-25000000.000,-22000000.000,-28000000.000,-38000000.000,-28000000.000,-29000000.000,-32000000.000,-33000000.000,-35000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,2200000.000,,,,4000000.000,,,,3000000.000,,,,,,,,,,,,,,
Assets,4121024000.000,4136574000.000,4113551000.000,4292075000.000,4528241000.000,4874119000.000,5088886000.000,5294216000.000,5079000000.000,5181000000.000,5394000000.000,5538000000.000,5720000000.000,5894000000.000,5734000000.000,5744000000.000,5953000000.000,6052000000.000,6036000000.000,5741000000.000,6236000000.000,6362000000.000,6275000000.000,6341000000.000,6382000000.000,6513000000.000
AssetsCurrent,1300580000.000,1302886000.000,1316404000.000,1453144000.000,1677087000.000,1900177000.000,1925558000.000,2102631000.000,1852000000.000,1963000000.000,1901000000.000,1980000000.000,2075000000.000,2087000000.000,1839000000.000,1756000000.000,1819000000.000,1852000000.000,1804000000.000,1544000000.000,2018000000.000,2084000000.000,1925000000.000,1975000000.000,1987000000.000,2108000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,162000000.000,111900000.000,55900000.000,74500000.000,86200000.000,163700000.000,479600000.000,382500000.000,307000000.000,425000000.000,464000000.000,252000000.000,150000000.000,114000000.000,126000000.000,142000000.000,225000000.000,193000000.000,378000000.000,58000000.000,30000000.000,5000000.000,0.000,33000000.000,0.000,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,38000000.000,22000000.000,0.000,5000000.000,5000000.000,3000000.000,,,,,,0.000,0.000,,0.000,0.000
