,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfIntangibleAssets,132000000.000,96000000.000,97000000.000,96000000.000,97000000.000,99000000.000,99000000.000,100000000.000,103000000.000,101000000.000,101000000.000,105000000.000,109000000.000,109000000.000,109000000.000,111000000.000,113000000.000,116000000.000,131000000.000,135000000.000,136000000.000,135000000.000,136000000.000,138000000.000,143000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,59000000.000,63000000.000,62000000.000,-176000000.000,12800000.000,,23600000.000,,,,,,24000000.000,,20200000.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfNetIncomePerOutstandingUnitAmount,55000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,55000000.000,110000000.000,2000000.000,28000000.000,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,10000000.000,1000000.000,,,,18000000.000,23000000.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,-4000000.000,,27000000.000,19000000.000,40000000.000,-209000000.000,4000000.000,33000000.000,-13000000.000,5000000.000,-50000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,382000000.000,,,,17000000.000,,,,61000000.000,,,,-26000000.000,,,,-345000000.000,,,,19000000.000,,,,-40000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,56000000.000,142000000.000,133000000.000,,172000000.000,-3586000000.000,-689000000.000,140000000.000,-276000000.000,167000000.000,-33000000.000,160000000.000,99000000.000,-26000000.000,111000000.000,-265000000.000,-3000000.000,64000000.000,-221000000.000,-135000000.000,149000000.000,-312000000.000,199000000.000,224000000.000,243000000.000
CostOfGoodsAndServicesSold,631000000.000,688000000.000,680000000.000,660000000.000,631000000.000,578000000.000,558000000.000,582000000.000,578000000.000,530000000.000,510000000.000,556000000.000,537000000.000,563000000.000,550000000.000,560000000.000,520000000.000,540000000.000,539000000.000,574000000.000,573000000.000,639000000.000,594000000.000,618000000.000,650000000.000
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,,,,,3000000.000,-6000000.000,,,-6000000.000,-2000000.000,-15000000.000,1000000.000,-35000000.000,5000000.000,-12000000.000,26000000.000,16000000.000,-21000000.000,2000000.000,-22000000.000,8000000.000
