,2011-06-30,2011-09-30
AssetRetirementObligationAccretionExpense,3264.000,3317.000
CostsAndExpenses,47770.000,51461.000
DepreciationDepletionAndAmortization,8678.000,7748.000
GeneralAndAdministrativeExpense,35828.000,40396.000
InterestIncomeOperating,131.000,106.000
NetIncomeLoss,,219311.000
NetIncomeLossAllocatedToLimitedPartners,127442.000,197380.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,8.500,13.160
ProfitLoss,141602.000,
Revenues,189372.000,270772.000
SalesRevenueNet,189372.000,270772.000
