,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1000000.000,0.000,0.000,,,
AllocatedShareBasedCompensationExpense,,2000000.000,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,85000000.000,86000000.000,72000000.000,79000000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,121000000.000,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,87000000.000,,,,
AllowanceForLoanAndLeaseLossesWriteoffsNet,,,,277000000.000,384000000.000,495000000.000
AmortizationOfDeferredCharges,,,,628000000.000,672000000.000,625000000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,43000000.000,64000000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,7000000.000,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,226000000.000
AvailableForSaleSecuritiesGrossRealizedGains,,23000000.000,59000000.000,71000000.000,59000000.000,251000000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,2000000.000,4000000.000,1000000.000,3000000.000,1000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1770000000.000,-337000000.000,-908000000.000,-1408000000.000,294000000.000,1497000000.000
ComprehensiveIncomeNetOfTax,,,846000000.000,1217000000.000,877000000.000,127000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,1382000000.000,,,,
CurrentFederalTaxExpenseBenefit,,-15000000.000,-24000000.000,-25000000.000,73000000.000,136000000.000
CurrentForeignTaxExpenseBenefit,,6000000.000,8000000.000,9000000.000,9000000.000,7000000.000
CurrentIncomeTaxExpenseBenefit,,32000000.000,-19000000.000,-31000000.000,49000000.000,145000000.000
CurrentStateAndLocalTaxExpenseBenefit,,41000000.000,-3000000.000,-15000000.000,-33000000.000,2000000.000
DeferredFederalIncomeTaxExpenseBenefit,,721000000.000,460000000.000,644000000.000,420000000.000,-9000000.000
DeferredForeignIncomeTaxExpenseBenefit,,2000000.000,2000000.000,-1000000.000,,1000000.000
DeferredIncomeTaxExpenseBenefit,954000000.000,792000000.000,516000000.000,760000000.000,531000000.000,-3000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,69000000.000,54000000.000,117000000.000,111000000.000,5000000.000
