,2011-08-31,2011-11-30,2011-12-31,2012-09-30,2012-12-31
AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation,,,,-54228.000,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,-6332.000
CashPeriodIncreaseDecrease,2250.000,,,,
ComprehensiveIncomeNetOfTax,,,,,56039.000
CostOfRevenue,,,,3252164.000,5735348.000
DeferredIncomeTaxExpenseBenefit,,,,726576.000,-25789.000
Depreciation,,,,,4074.000
DepreciationAndAmortization,,,,10855.000,
DepreciationPremisesAndEquipment,,,,10691.000,4074.000
DerivativeGainOnDerivative,,,,3086.000,-26.000
GainLossOnDispositionOfIntangibleAssets,,,,,-60757.000
GeneralAndAdministrativeExpense,,,8425.000,631978.000,635141.000
GrossProfit,,,,6805.000,232931.000
IncomeLossFromContinuingOperations,-7345.000,-8425.000,8425.000,-636028.000,639215.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,-465064.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,8425.000,-1143743.000,-531877.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-7345.000,-8425.000,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.010,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,-0.060,0.000
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,,,0.010,,
IncreaseDecreaseInAccountsPayable,5845.000,,,,
InterestExpense,,,,-49038.000,-46762.000
InterestIncomeExpenseNet,,,,-49038.000,-46762.000
LegalFees,7345.000,8425.000,,,
NetCashProvidedByUsedInFinancingActivities,3750.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3750.000,,,,
NetCashProvidedByUsedInOperatingActivities,-1500.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1500.000,,,,
NetIncomeLoss,-7345.000,-8425.000,8425.000,1870319.000,506088.000
OperatingExpenses,,,8425.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,450049.000
OtherComprehensiveIncomeLossTax,,,,1924547.000,
OtherGeneralAndAdministrativeExpense,,,,-642833.000,-639215.000
OtherIncome,,,,,-11716.000
OtherNonoperatingIncomeExpense,,,,6387.000,-11742.000
OtherOperatingIncomeExpenseNet,,,,3301.000,
ProceedsFromRelatedPartyDebt,3750.000,,,,
Revenues,,,,3258969.000,5968279.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,,,3258969.000,5968279.000
SalesRevenueNet,,,,3258969.000,5979995.000
SegmentReportingSegmentOperatingProfitLoss,,,,-685484.000,-758476.000
WeightedAverageNumberOfSharesOutstandingBasic,1320000.000,1320000.000,1320000.000,33000000.000,33000000.000
