,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,1014378.000,998981.000,684441.000,498055.000
AccountsPayableCurrent,4306405.000,3377632.000,3999993.000,3808151.000,4771026.000,3993687.000,4596319.000,4817561.000,5338091.000,4522508.000,5502752.000,4625433.000,5881844.000,5058892.000,6214252.000,6282664.000,4530493.000,2473056.000,2548115.000,2285434.000,3194480.000
AccountsReceivableGrossCurrent,,,,,,7557862.000,,,,7781482.000,,,,9289239.000,,,,8850116.000,,,
AccountsReceivableNet,,,,,6933992.000,,6933383.000,7425109.000,8510456.000,,7710432.000,7860975.000,7490238.000,8758034.000,8209842.000,9143916.000,,,,,
AccountsReceivableNetCurrent,5795587.000,6165484.000,6267839.000,5160583.000,,7085713.000,,,,7332756.000,,,,8758034.000,,,8726344.000,8145589.000,8215995.000,9332223.000,10697668.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,4769770.000,4752998.000,6216346.000,6691340.000,4827309.000,4951112.000,8193998.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,7705718.000,5826290.000,5635553.000,8692053.000
AccruedRoyaltiesCurrent,,,,,,427075.000,,,,361559.000,,,,463823.000,452597.000,571212.000,556823.000,444563.000,,461591.000,482025.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,6900033.000,,,,7361054.000,,,,7681863.000,7481760.000,7813950.000,7702994.000,7634541.000,8114297.000,8426608.000,7838929.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,137860.000,-514535.000,565683.000,243411.000,60903.000,-46597.000,-53659.000,3493519.000,7626485.000,10777758.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,1764278.000,1332895.000,1502531.000,1581871.000,1651644.000,1588888.000,1539203.000,1369788.000,1978560.000,1080148.000,500861.000,1481296.000,788737.000,911563.000,764557.000,657558.000,2714175.000,5272908.000,7564122.000,7394757.000,7205384.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,1978560.000,,500861.000,1481296.000,788737.000,,764557.000,657558.000,2714175.000,5272908.000,7564122.000,7394757.000,7205384.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,6400000.000,100000.000,,,,,,,,,,,,,,
AdditionalPaidInCapital,76228805.000,76708053.000,77374821.000,78076804.000,97708900.000,132163083.000,135182428.000,137636158.000,139051638.000,140064607.000,224739042.000,226351602.000,227743162.000,228341542.000,231712159.000,233129197.000,234346631.000,234943291.000,235671075.000,236303495.000,248140518.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,147843.000,,,,97729.000,,,,136995.000,595827.000,713962.000,2292354.000,140093.000,598993.000,606218.000,3089492.000
Assets,64172604.000,58936202.000,58623892.000,57108687.000,72597487.000,103842630.000,100202978.000,96278746.000,93963389.000,88576353.000,160641269.000,156046551.000,147556854.000,139297912.000,131349474.000,123503934.000,117871837.000,114780155.000,113912128.000,114351567.000,180894861.000
AssetsCurrent,46801715.000,41107117.000,41233107.000,40217137.000,39024272.000,69311989.000,65477193.000,62420138.000,53060688.000,49531735.000,122267129.000,117109159.000,110130393.000,100843753.000,93654598.000,86268692.000,78052250.000,71103897.000,67794634.000,72632361.000,69261789.000
