,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29
AmortizationOfFinancingCostsAndDiscounts,,,1772000.000,,
AmortizationOfIntangibleAssets,,,1858000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1818000.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,2293000.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-29000.000,,
ComprehensiveIncomeNetOfTax,-65068000.000,-72109000.000,-45346000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-65068000.000,-72109000.000,,-48703000.000,-54145000.000
Depreciation,,,218000.000,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,465000.000,-1000.000,19859000.000,3000.000,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,912000.000,66000.000,19842000.000,171000.000,16000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,333000.000,24000.000,1406000.000,54000.000,6000.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,-168000.000,-117000.000
EarningsPerShareBasicAndDiluted,-2.690,-2.890,-1.180,-1.980,-2.300
EffectOfExchangeRateOnCashAndCashEquivalents,,,3000.000,,
GeneralAndAdministrativeExpense,5976000.000,4809000.000,5596000.000,5087000.000,11056000.000
IncomeLossFromContinuingOperations,-65964000.000,-69498000.000,-46921000.000,-47911000.000,-55606000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-67623000.000,-69760000.000,-47108000.000,-48121000.000,-55823000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-2.710,-2.890,-1.950,-1.980,-2.300
IncomeLossFromDiscontinuedOperationsNetOfTax,579000.000,42000.000,18436000.000,117000.000,10000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,579000.000,42000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.020,,0.770,,
IncomeTaxExpenseBenefit,-1659000.000,-262000.000,-187000.000,-210000.000,-217000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-717000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,-9000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-189000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-236000.000,,
InterestExpense,61743000.000,64762000.000,41557000.000,43111000.000,44773000.000
InvestmentIncomeInterest,14000.000,13000.000,16000.000,10000.000,6000.000
NetCashProvidedByUsedInDiscontinuedOperations,,,2264000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-4194000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4194000.000,,
NetCashProvidedByUsedInInvestingActivities,,,3888000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,3888000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-3779000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-3779000.000,,
NetIncomeLoss,-65385000.000,-69456000.000,-28485000.000,-47794000.000,-55596000.000
NonoperatingIncomeExpense,-61732000.000,-64756000.000,-41541000.000,-43105000.000,-44768000.000
OperatingExpenses,5976000.000,4809000.000,5596000.000,5087000.000,11056000.000
OperatingIncomeLoss,-5891000.000,-5004000.000,-5567000.000,-5016000.000,-11055000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,317000.000,-2653000.000,717000.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax,,,17578000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-909000.000,1451000.000
OtherNoncashIncomeExpense,,,-8000.000,,
OtherNonoperatingIncomeExpense,-3000.000,-7000.000,,-4000.000,-1000.000
PaidInKindInterest,,,39784000.000,,
PaymentsForDepositsAppliedToDebtRetirements,,,543000.000,,
PaymentsToAcquireHeldToMaturitySecurities,,,6289000.000,,
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities,,,10000000.000,,
ProfitLoss,-65385000.000,-69456000.000,-28485000.000,,
RepaymentsOfLongTermDebt,,,3651000.000,,
ShareBasedCompensation,,,192000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,24127000.000,24127000.000
