,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,476921.000,212259.000,294781.000,691428.000,371836.000,289255.000,345684.000,390115.000,543550.000,715192.000,547886.000,988868.000,866706.000,912150.000,871341.000,852781.000,1025422.000,1151561.000,1211646.000,983128.000,924413.000
AccountsReceivableNetCurrent,232169.000,162911.000,119479.000,298621.000,283074.000,278700.000,373190.000,518751.000,481911.000,531049.000,680301.000,687443.000,542473.000,588042.000,459128.000,425733.000,607976.000,750380.000,566053.000,442087.000,533922.000
AccruedLiabilitiesCurrent,4822.000,11083.000,24760.000,70567.000,57984.000,70000.000,54822.000,34274.000,,60250.000,17755.000,33610.000,59052.000,60735.000,95950.000,37536.000,54471.000,65550.000,91350.000,66600.000,42000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3020153.000,3025297.000,3030440.000,3040668.000,3051369.000,3056554.000,3065206.000,3069503.000,3072757.000,3075722.000,3079610.000,3084610.000,3090684.000,3096993.000,3102534.000,3107840.000,3115345.000,3122849.000,3130470.000,3119194.000,3128084.000
AdditionalPaidInCapital,38271029.000,38948831.000,38983092.000,41220267.000,41921209.000,41955717.000,41989326.000,42022933.000,42064641.000,42146750.000,43077362.000,43086594.000,43117175.000,43232500.000,43332823.000,44048028.000,44128796.000,44176051.000,44236952.000,45043151.000,45093514.000
AllowanceForDoubtfulAccountsReceivable,,,,,,15000.000,,,,22500.000,,,,22500.000,,,,23377.000,,,
Assets,2822876.000,1672502.000,1339568.000,3384292.000,2506710.000,2303075.000,2175734.000,1971303.000,1894579.000,1836461.000,2244248.000,2484151.000,2223531.000,2041882.000,1722186.000,2090341.000,2042314.000,2123088.000,1940051.000,2267341.000,2027814.000
AssetsCurrent,2765488.000,1620258.000,1292467.000,3347419.000,2476988.000,2271027.000,2144027.000,1944106.000,1870849.000,1814229.000,2193317.000,2403866.000,2145316.000,1967531.000,1647561.000,2019594.000,1933741.000,2022019.000,1842763.000,2150600.000,1918087.000
CapitalLeaseObligations,,,,,,,,,,,,,,,,,51252.000,39812.000,37896.000,35948.000,33968.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,,,7728.000,7857.000,7987.000,8120.000,8254.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,,,33968.000,31955.000,29909.000,27828.000,25714.000
