,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,-1684105.000,-7163613.000,619751.000
GainLossOnDerivativeInstrumentsNetPretax,2029337.000,-4076817.000,,,
IncomeLossAttributableToParent,1648304.000,-4330915.000,-2326737.000,-7694816.000,200784.000
InterestAndDividendIncomeOperating,-381033.000,-254098.000,-604601.000,-488575.000,-393700.000
InterestIncomeOperating,,,-3.000,-17.000,2.000
LossContingencyAccrualCarryingValueProvision,,,0.000,,
ManagementFeesRevenue,-77806.000,-107900.000,,,
NoninterestExpenseCommissionExpense,17272.000,29531.000,38031.000,42628.000,25267.000
NoninterestExpenseInvestmentAdvisoryFees,,,242510.000,202226.000,158914.000
OperatingExpenses,142631.000,194319.000,604598.000,488558.000,393702.000
OtherExpenses,87893.000,77638.000,156556.000,119581.000,110330.000
PartnersCapitalAccountContributions,15682063.000,,,,
PartnersCapitalAccountRedemptions,13282017.000,,,,
PartnersCapitalAccountUnitsContributed,15906184.000,,,,
PartnersCapitalAccountUnitsRedeemed,13247403.000,,,,
PerformanceFees,-108455.000,93143.000,,,
RealizedInvestmentGainsLosses,966139.000,-2956348.000,-691911.000,-6891550.000,-87787.000
RevenuesExcludingInterestAndDividends,,,-1722136.000,-7206241.000,594484.000
SponsorFees,54738.000,116681.000,205532.000,166751.000,124458.000
UnrealizedGainLossOnInvestments,,-1090938.000,-992194.000,-272063.000,707538.000
