,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,3416000.000,1682000.000,852000.000
AccountsPayableCurrent,8289000.000,7535000.000,2488000.000,5940000.000,4297000.000,3235000.000,3574000.000,5013000.000,9264000.000,6621000.000,6809000.000,7454000.000,10652000.000,7898000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,7317000.000
AccountsReceivableRelatedPartiesCurrent,,8166000.000,7483000.000,10375000.000,10515000.000,,,,,,,,,
AccrualForEnvironmentalLossContingencies,85000.000,,,,85000.000,,,,,,,,,
AccruedLiabilitiesCurrent,158000.000,518000.000,540000.000,844000.000,1054000.000,1610000.000,1420000.000,1275000.000,1690000.000,1201000.000,1276000.000,1415000.000,2150000.000,992000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,103358000.000,106253000.000,109234000.000,122079000.000,125960000.000,182007000.000,188382000.000,195160000.000,263599000.000,272679000.000,331213000.000,344541000.000,351208000.000,362441000.000
AssetRetirementObligation,559000.000,,,,975000.000,,,,1021000.000,,,,1069000.000,
Assets,656442000.000,664321000.000,658771000.000,593113000.000,596073000.000,690848000.000,709955000.000,706188000.000,850107000.000,875796000.000,895670000.000,922317000.000,971909000.000,1046173000.000
AssetsCurrent,382544000.000,391265000.000,388218000.000,241061000.000,245805000.000,44770000.000,67602000.000,64718000.000,99503000.000,124031000.000,91862000.000,65538000.000,103711000.000,103103000.000
CapitalLeaseObligations,4127000.000,,,,2719000.000,,,,1159000.000,,,,,
CapitalLeaseObligationsCurrent,1048000.000,1084000.000,1121000.000,1160000.000,1200000.000,,,,,,250000.000,45000.000,0.000,
CapitalLeaseObligationsNoncurrent,3079000.000,2704000.000,2320000.000,1925000.000,1519000.000,,,,,,,,,
CapitalLeasedAssetsGross,14900000.000,,,,,,,,14900000.000,14900000.000,14900000.000,3100000.000,,
CapitalLeasesFutureMinimumPaymentsDue,3791000.000,,,,2377000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,1414000.000,,,,1414000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,963000.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,1414000.000,,,,963000.000,,,,963000.000,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,631000.000,,,,264000.000,,,,50000.000,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,11900000.000,,,,,,,,14100000.000,14400000.000,14700000.000,3100000.000,,
CashAndCashEquivalentsAtCarryingValue,375118000.000,383859000.000,381815000.000,230834000.000,236579000.000,27710000.000,52042000.000,50563000.000,80783000.000,102278000.000,67167000.000,35399000.000,71491000.000,65724000.000
DebtAndCapitalLeaseObligations,,,,,,,,,,,,,525355000.000,
DebtCurrent,,,,,,1241000.000,26284000.000,1183000.000,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,4645000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,504000.000,431000.000,538000.000,
DeferredTaxLiabilitiesNoncurrent,814000.000,822000.000,830000.000,830000.000,830000.000,614000.000,468000.000,463000.000,320000.000,415000.000,,,,
DueFromRelatedPartiesCurrent,7150000.000,7008000.000,6029000.000,8489000.000,8499000.000,16161000.000,14853000.000,13395000.000,18088000.000,20922000.000,23614000.000,26314000.000,29541000.000,35774000.000
DueToAffiliateCurrent,,1158000.000,1454000.000,1886000.000,2016000.000,,,,,,,,,
DueToAffiliateCurrentAndNoncurrent,,,,,,,,,,808000.000,677000.000,633000.000,239000.000,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,76000.000
GeneralPartnersCapitalAccount,6167000.000,6333000.000,6327000.000,4325000.000,4617000.000,-3525000.000,-2854000.000,-2095000.000,-5805000.000,-3892000.000,-6427000.000,,,
GeneralPartnersCapitalAccountUnitsIssued,1175102.000,,,,,,,,,,,,,
GeneralPartnersCapitalAccountUnitsOutstanding,1175102.000,1175102.000,1175102.000,1175102.000,1175102.000,1214043.000,1214043.000,1214043.000,1332829.000,1332829.000,1347702.000,,,
InterestPayableCurrent,,,,,,,,,,,,,,6805000.000
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,1300000.000,
LiabilitiesAndStockholdersEquity,656442000.000,664321000.000,658771000.000,593113000.000,596073000.000,690848000.000,709955000.000,706188000.000,850107000.000,875796000.000,895670000.000,922317000.000,971909000.000,1046173000.000
LiabilitiesCurrent,10314000.000,10234000.000,5315000.000,9057000.000,7440000.000,6773000.000,32494000.000,8852000.000,13272000.000,10938000.000,11954000.000,15627000.000,19023000.000,27056000.000
LimitedPartnersCapitalAccount,369825000.000,372276000.000,372218000.000,373546000.000,374954000.000,376709000.000,381364000.000,384976000.000,581489000.000,587736000.000,594881000.000,,,
LimitedPartnersCapitalAccountUnitsIssued,17250000.000,,,,,,,,,,,,,
LimitedPartnersCapitalAccountUnitsOutstanding,17250000.000,17255208.000,17255208.000,17255208.000,17255208.000,17259651.000,17259651.000,17259651.000,21509651.000,21515609.000,21515609.000,,,
LimitedPartnersOfferingCosts,27600000.000,,,,,,,,,,,,,
LongTermDebt,,,,,,,,,545000000.000,,,,525355000.000,525057000.000
LongTermDebtAndCapitalLeaseObligations,,,,,,201103000.000,175675000.000,175381000.000,175246000.000,175155000.000,314065000.000,524012000.000,525355000.000,525057000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,,,,,913000.000,587000.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,,,,,500000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,545000000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,,,,400000000.000,
NotesPayableRelatedPartiesNoncurrent,,,,,,160000000.000,160000000.000,160000000.000,370000000.000,370000000.000,370000000.000,370000000.000,370000000.000,370000000.000
OperatingLeasesFutureMinimumPaymentsDue,1416000.000,,,,1249000.000,64703000.000,62908000.000,61250000.000,76604000.000,74544000.000,78279000.000,107789000.000,300088000.000,297206000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,345000.000,,,,348000.000,,,,8229000.000,,,,10855000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,37000.000,,,,41000.000,6443000.000,6443000.000,6443000.000,8186000.000,8186000.000,8780000.000,10490000.000,10792000.000,10792000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,36000.000,,,,69000.000,6472000.000,6472000.000,6472000.000,8186000.000,8186000.000,8780000.000,10490000.000,10797000.000,10797000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,37000.000,,,,83000.000,6486000.000,6486000.000,6486000.000,8186000.000,8186000.000,8780000.000,10490000.000,10796000.000,10796000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,345000.000,,,,85000.000,6487000.000,6487000.000,6487000.000,8229000.000,8229000.000,8823000.000,10533000.000,10812000.000,10812000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,616000.000,,,,623000.000,33753000.000,33753000.000,33753000.000,35588000.000,35588000.000,38707000.000,62988000.000,246036000.000,246036000.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,279473000.000,272242000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,28927000.000,28927000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,28927000.000,28927000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,28927000.000,28927000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,28927000.000,28927000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,28927000.000,28927000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear,,,,7291000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,127547000.000,127607000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,5062000.000,3267000.000,1609000.000,,6169000.000,4409000.000,2798000.000,,7973000.000
OtherAssetsNoncurrent,1714000.000,1632000.000,1550000.000,1467000.000,1385000.000,1303000.000,1221000.000,1264000.000,3322000.000,3155000.000,2987000.000,2957000.000,3118000.000,2904000.000
OtherLiabilitiesNoncurrent,644000.000,651000.000,658000.000,1053000.000,1065000.000,1078000.000,1091000.000,1103000.000,1116000.000,1129000.000,1142000.000,1156000.000,1169000.000,1795000.000
OtherOwnershipInterestsCapitalAccount,,,,,,,,-87204000.000,-313961000.000,-300919000.000,-406344000.000,,,
OtherOwnershipInterestsUnitsOutstanding,,,,,,,,,28789989.000,28789989.000,28789989.000,,,
PartnersCapital,641591000.000,649910000.000,649648000.000,580248000.000,585219000.000,321280000.000,340227000.000,360389000.000,290153000.000,318159000.000,198005000.000,11091000.000,55824000.000,122265000.000
PartnersCapitalAccountUnits,,,,,,60711772.000,60711772.000,60711772.000,66651071.000,66657029.000,67400677.000,68641375.000,68801684.000,69556694.000
PrepaidExpenseCurrent,276000.000,398000.000,374000.000,1738000.000,727000.000,899000.000,707000.000,760000.000,632000.000,831000.000,1081000.000,409000.000,997000.000,753000.000
PropertyPlantAndEquipmentGross,375542000.000,377677000.000,378237000.000,472664000.000,474843000.000,826782000.000,829514000.000,835366000.000,1010881000.000,1021289000.000,1132034000.000,1198363000.000,1216288000.000,1302607000.000
PropertyPlantAndEquipmentNet,272184000.000,271424000.000,269003000.000,350585000.000,348883000.000,644775000.000,641132000.000,640206000.000,747282000.000,748610000.000,800821000.000,853822000.000,865080000.000,940166000.000
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,,,,18036000.000,19019000.000,72085000.000,75489000.000,79549000.000,145019000.000,151066000.000,206341000.000,228512000.000,235670000.000,244350000.000
PropertySubjectToOrAvailableForOperatingLeaseGross,,,,112409000.000,118021000.000,440832000.000,455428000.000,467256000.000,626933000.000,630865000.000,742835000.000,823793000.000,841131000.000,917773000.000
PropertySubjectToOrAvailableForOperatingLeaseNet,,,,94373000.000,99002000.000,368747000.000,379939000.000,387707000.000,481914000.000,479799000.000,536494000.000,595281000.000,605461000.000,673423000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,,,9651.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,,,,37.319,,,,,
TaxesPayableCurrent,,,,,,,904000.000,1235000.000,1276000.000,1270000.000,1679000.000,2276000.000,2457000.000,1751000.000
