,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
NetCashProvidedByUsedInContinuingOperations,,,-1114745.000,,,,-1619199.000,,,,549865.000,,,,-1208769.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,,,,,-52890.000,,,,-26620.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,,,,,-52890.000,,,,-26620.000,
NetCashProvidedByUsedInInvestingActivities,,,42501.000,,,,-6216.000,,,,1565890.000,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,42501.000,,,,-6216.000,,,,1565890.000,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-1355246.000,,,,-1612983.000,,,,-1144275.000,,,,-1155879.000,,,,-783184.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1355246.000,,,,-1612983.000,,,,-1144275.000,,,,-1155879.000,,,,-783184.000,
NetIncomeLoss,,,,,,,,,,,,,-1510284.000,,-1514013.000,-1236331.000,-1043606.000,956237.000,-1013005.000,-1218646.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-2765546.000,-1359584.000,-2353770.000,-2699455.000,-1786531.000,-2147078.000,-1835543.000,-1784356.000,-1614000.000,-1543711.000,-1822337.000,-1546849.000,-1626786.000,-1566903.000,1289221.000,-1096496.000,-1675095.000,-1063136.000,-1243872.000
NonoperatingIncomeExpense,409568.000,160742.000,356225.000,36366.000,13127.000,10363.000,7567.000,6110.000,5495.000,27891.000,3725.000,14381.000,113612.000,2738.000,,1553.000,-10316.000,,,
OperatingExpenses,2024135.000,2934344.000,1730557.000,2395969.000,2719109.000,1801019.000,2162953.000,1848590.000,1798900.000,1647769.000,1554727.000,1844345.000,1628518.000,1576660.000,1516121.000,1237884.000,1033290.000,895172.000,1013579.000,1211154.000
OperatingIncomeLoss,-2017043.000,-2926288.000,-1715809.000,-2390136.000,-2712582.000,-1796894.000,-2154645.000,-1841653.000,-1789851.000,-1641891.000,-1547436.000,-1836718.000,-1623896.000,-1576634.000,-1516121.000,-1237884.000,-1033290.000,-895172.000,-1013579.000,-1211154.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,-7941.000,964.000,-1548.000,-3182.000,980.000,1627.000,-803.000,-3296.000,1169.000,3767.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,-843.000,8081.000,,-5985.000,7770.000,-3703.000,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,9379.000,,,,,,,,,,,,,,,,,
PaymentsToAcquireRestrictedCertificatesOfDeposit,,,-51880.000,,,,6216.000,,,,-1565577.000,,,,,,,,,
PreferredStockDividendRatePercentage,,,,,,,,,,,,,,,0.060,,,,0.060,
PreferredStockDividendsIncomeStatementImpact,,,,,,,,,,,,,,,52890.000,52890.000,52890.000,52890.000,50131.000,25226.000
ProceedsFromIssuanceOfCommonStock,,,198000.000,,,,,,,,128250.000,,,,,,,,30000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,,313.000,,,,,,,,,
ProfessionalFees,93605.000,100533.000,125409.000,96992.000,130507.000,65769.000,106139.000,199746.000,259540.000,196892.000,206704.000,328208.000,261529.000,398348.000,465624.000,291865.000,228287.000,79784.000,213740.000,609196.000
ProfitLoss,-1607475.000,,,,,,,,,,,,,,,,,,,
RoyaltyRevenue,7092.000,8056.000,14748.000,5833.000,6527.000,4125.000,8308.000,6937.000,9049.000,5878.000,7291.000,7627.000,4622.000,26.000,,,,,,
ShareBasedCompensation,,,50870.000,,,,249600.000,,,,42805.000,,,,127800.000,,,,75945.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,0.003,,0.004,,0.006,,,0.009,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,,,,,0.723,,0.689,,0.715,,,0.731,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,122.000,2400.000,,,,,,67724.000,3000.000,,,,,,,99018.000,714782.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,,,,,,,200000.000,110000.000,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,40000.000,,,,,,535000.000,200000.000,10000.000,95000.000,539000.000,,,,50000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,1.290,,,,,,1.960,0.990,1.810,-3.040,2.480,,,,0.200,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,456000.000,,520000.000,0.000,910000.000,0.000,0.000,530000.000,0.000,760000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,0.560,,,,,,,0.440,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,1.290,1.290,,,,,,0.870,0.990,,,,,,,0.210,0.390
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,,0.990,1.360,,,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,1.190,,1.050,,0.570,,,0.910,,,,,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,5000.000,60000.000,,0.000,,,,187000.000,50000.000,0.000,0.000,0.000,,,,784000.000,1470879.000
WeightedAverageNumberOfDilutedSharesOutstanding,28613295.000,28739110.000,28849000.000,28939364.000,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,28995839.000,,28999752.000,28999752.000,28999752.000,-57999504.000,29036990.000,29179030.000,29554227.000,-58371613.000,29814040.000,29814040.000,29814040.000,-59628080.000,30504213.000,32842905.000
WeightedAverageNumberOfSharesOutstandingBasic,28613295.000,28739110.000,28849000.000,28939364.000,,,,,,,,,,,,,,,,
