,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses,,,,,,,,,,,,,,,,,,,,,,,,,1000000.000
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForAcquisitionsAndDivestitures,,,,,,,,,-3000000.000,,,,,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForCurrencyTranslation,,,,,1000000.000,,,,-1000000.000,,,,-2000000.000,,,,-4000000.000,,,,2000000.000,,,,
AccrualForEnvironmentalLossContingenciesPayments,,,,,-4000000.000,,,,1000000.000,,,,3000000.000,,,,1000000.000,,,,1000000.000,,,,
AccrualForEnvironmentalLossContingenciesPayments1,,,,,,,,,,,,,,,,,,,,,,,,,2000000.000
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,,,,,,,,2000000.000,,,,1000000.000,,,,1000000.000,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,1000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,1000000.000,1000000.000,,2000000.000,2.000,2.000,5999996.000,2000000.000,2000000.000,3000000.000,3000000.000,5000000.000,6000000.000,5000000.000,5000000.000,5000000.000,4000000.000,5000000.000,5000000.000,5000000.000,4000000.000,5000000.000,5000000.000,5000000.000
AssetImpairmentCharges,3000000.000,62000000.000,8000000.000,12000000.000,2000000.000,,,,10000000.000,5000000.000,,,,,,,19000000.000,18000000.000,20000000.000,20000000.000,21000000.000,3000000.000,5000000.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,74000000.000,,,,-129000000.000,,,,-147000000.000,,,,-523000000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,17000000.000,,,,-32000000.000,,,,-15000000.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,,,,,0.375,0.400,0.400,0.405,0.400,0.400,0.420,0.410,0.415
CommonStockDividendsPerShareDeclared,,,,,,,,,0.450,,,,0.275,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,78000000.000,10000000.000,,50000000.000,27000000.000,116000000.000,-75000000.000,25000000.000,-72000000.000,82000000.000,119000000.000,4000000.000,76000000.000,154000000.000,-6000000.000,-142000000.000,91000000.000,-58000000.000,18000000.000,118000000.000,4000000.000,62000000.000,-54000000.000,34000000.000
ConcentrationRiskPercentage1,,,,,,,,,0.120,,,,0.120,,,,,,,,,,,,
CostOfGoodsSold,1021000000.000,1056000000.000,1055000000.000,1039000000.000,1088000000.000,1075000000.000,1100000000.000,1058000000.000,1082000000.000,1082000000.000,1116000000.000,1081000000.000,1103000000.000,1108000000.000,1105000000.000,1080000000.000,1062000000.000,1052000000.000,,,,,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,,1026000000.000,,1050000000.000,1013000000.000,969000000.000,1003000000.000,1075000000.000
CostsAndExpenses,,,,,,,,,,,,,,,,,,,,,1269000000.000,1228000000.000,1178000000.000,1200000000.000,1262000000.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,-23000000.000,-4000000.000,10000000.000,,15000000.000,19000000.000,10000000.000,,24000000.000,16000000.000,4000000.000,,0.000,8000000.000,5000000.000,,9000000.000
DeferredIncomeTaxExpenseBenefit,29000000.000,,,,3000000.000,,,,1000000.000,,,,,,,,-15000000.000,,,,-3000000.000,,11000000.000,,-4000000.000
DeferredOtherTaxExpenseBenefit,,,,,,,,,1000000.000,-1000000.000,-9000000.000,,0.000,-6000000.000,-196000000.000,,-15000000.000,-17000000.000,-18000000.000,,-3000000.000,-2000000.000,,,
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,,,,13000000.000,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,93000000.000,95000000.000,93000000.000,95000000.000,97000000.000,96000000.000,96000000.000,96000000.000,95000000.000,93000000.000,93000000.000,95000000.000,99000000.000,96000000.000,96000000.000,93000000.000,90000000.000,91000000.000,89000000.000,89000000.000,89000000.000,87000000.000,87000000.000,85000000.000,80000000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,-2000000.000,-1000000.000,,,-2000000.000,-2000000.000,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,1000000.000,-17000000.000,,,,6000000.000,,,,,,,,,,,,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,,-19000000.000,,,,,,,,,,,,,,
Dividends,,,,,13000000.000,,,,,,,,,,,,,,,,,,,,
DividendsCommonStock,10000000.000,,,,13000000.000,,,,15000000.000,,,,18000000.000,,,,,,,,,,,,
DividendsCommonStockCash,,,,,,,,,,,,,,,,,26000000.000,,,,25000000.000,,,,26000000.000
EarningsPerShareBasic,3.160,1.310,2.960,1.720,0.760,1.620,1.850,0.550,1.290,-1.380,0.830,1.990,1.200,0.620,4.340,0.490,0.560,0.600,0.170,0.910,0.060,0.290,0.940,0.750,0.320
EarningsPerShareDiluted,3.140,1.300,2.950,1.690,0.760,1.610,1.840,0.550,1.290,-1.380,0.820,1.990,1.200,0.610,4.330,0.500,0.560,0.600,0.170,0.910,0.060,0.290,0.940,0.750,0.320
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,-1000000.000,,,,-2000000.000,,,,-8000000.000,,,,3000000.000,,,,1000000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,0.100,0.040,,0.280,0.250,-1.960,,0.200,-0.030,4.670,,-3.000,0.250,0.210,,0.200
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,-0.920,,,,,,,,,,,,,,,,
EnvironmentalRemediationExpense,,,,,,,,,,1000000.000,,,,0.000,1000000.000,,,,4000000.000,,,,,,
