,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,2000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,17000000.000,26000000.000,,24000000.000,29000000.000,50000000.000,33000000.000,37000000.000,48000000.000,31000000.000,36000000.000,10000000.000,,22000000.000,,,,34000000.000,,,32000000.000,43000000.000,,48000000.000
AmortizationOfFinancingCostsAndDiscounts,13000000.000,,,,10000000.000,,,,9000000.000,,,,9000000.000,,,,7000000.000,,,,5000000.000,,,,5000000.000
AmortizationOfIntangibleAssets,,,,,,,,,18000000.000,18000000.000,18000000.000,19000000.000,19000000.000,17000000.000,14000000.000,45000000.000,56000000.000,58000000.000,58000000.000,55000000.000,53000000.000,53000000.000,53000000.000,52000000.000,52000000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,,,,0.220,,0.310,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,,0.210,,0.300,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,72000000.000,,102000000.000,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,2047000000.000,,2003000000.000,,,,,,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,,1000000.000,,,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,463000000.000,,,,-170000000.000,,,,-369000000.000,,,,-24000000.000,,,,534000000.000,,,,150000000.000,,,,128000000.000
CashDivestedFromDeconsolidation,,,,,,,,,,,,,,,,,,,83000000.000,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,0.000,,,,,,,,,,,,,,,,,,,,
CoalProductsAndServicesRevenue,15000000.000,19000000.000,20000000.000,,,,,,,,,,,,,,,,,,,,,,
