,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,2517300.000,2222100.000,1793900.000,2520100.000,3094300.000,2393800.000,1862100.000,2175300.000,2540400.000,2574400.000,2543700.000,3371800.000,3196700.000,2447700.000,2237700.000,3449400.000,4571600.000,5375100.000,7801300.000,11443600.000,14786400.000,14690400.000,17565300.000,10431400.000
AccountsReceivableNetCurrent,3337900.000,4284600.000,3575000.000,3306300.000,3768200.000,4512100.000,3419100.000,3258500.000,3755200.000,4657100.000,3000800.000,3514800.000,4263900.000,4608800.000,3076700.000,3058200.000,4164100.000,3758000.000,2513300.000,2990300.000,2869900.000,3948600.000,2917000.000,3248200.000
AccruedIncomeTaxesCurrent,,137100.000,64200.000,153900.000,,279400.000,0.000,,,,140900.000,,,,63600.000,,,,803100.000,,,,1519400.000,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,323700.000,,,,705200.000,,,,1180400.000,
AccruedRoyaltiesCurrent,,,,,,,,,,,,,,,368200.000,,,,578200.000,,,,721600.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,2821200.000,,,,2936600.000,,,,3066000.000,,,,3340500.000,,,,4419500.000,
AdditionalPaidInCapitalCommonStock,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000,8548000.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,,516800.000,528000.000,571900.000,583600.000,571900.000,574100.000,333900.000,298300.000,290200.000,288900.000,334500.000,365800.000,397700.000,450900.000,501900.000,546700.000,395800.000,379900.000,675000.000,866000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,485000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,544700.000,544900.000,556300.000,529300.000,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,,,,,,,,,,217000.000,
Assets,18038000.000,19056000.000,18011400.000,18520300.000,18967000.000,18910900.000,17900800.000,17041000.000,17845500.000,18337300.000,16758300.000,17881700.000,19286500.000,18964300.000,18013200.000,19853500.000,21531200.000,26026700.000,49695000.000,57882400.000,65070600.000,70778600.000,66318900.000,61667300.000
AssetsCurrent,15175300.000,15953700.000,14846000.000,15335200.000,15742700.000,15617200.000,14662400.000,13852400.000,14668700.000,15301100.000,14071700.000,15240800.000,16580600.000,16214100.000,15265600.000,17017100.000,18510600.000,22631600.000,22502800.000,29731700.000,36668600.000,42170000.000,39031100.000,34367200.000
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,,,,,1506500.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,932000.000,1394500.000,760100.000,1214700.000,433000.000,414300.000,469100.000,357600.000,279000.000,461300.000,680000.000,303400.000,79900.000,648300.000,383900.000,371400.000,312100.000,6686900.000,1183700.000,930400.000,2045000.000,979700.000,699200.000,587800.000
