,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,13971000.000,20994000.000,10292000.000,8061000.000,20547000.000,27873000.000,12661000.000,16107000.000,16784000.000,25304000.000,8141000.000,10668000.000,11031000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,9994000.000,13633000.000,6155000.000,4809000.000,12276000.000,17773000.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-3060000.000,16657000.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,3977000.000,7361000.000,4137000.000,3252000.000,8271000.000,10100000.000,1365000.000,5868000.000,5450000.000,8400000.000,3466000.000,4380000.000,4521000.000
IncreaseDecreaseInOperatingCapital,,,19854000.000,,,,15779000.000,,,,3073000.000,,
InterestExpense,,,,,,,,,,,8074000.000,8500000.000,8571000.000
InterestIncomeExpenseNonoperatingNet,,,-10208000.000,-8142000.000,-7951000.000,-8956000.000,-8537000.000,-7665000.000,-8140000.000,-8525000.000,-8074000.000,-8500000.000,-8571000.000
LitigationSettlementExpense,,,,,,,,,4300000.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,-1140000.000,,,,-8506000.000,,,,-4037000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1140000.000,,,,-8506000.000,,,,-4037000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-8801000.000,,,,-4029000.000,,,,-5003000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-8801000.000,,,,-4029000.000,,,,-5003000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-2521000.000,,,,9170000.000,,,,11594000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2521000.000,,,,9170000.000,,,,11594000.000,,
NetIncomeLoss,6970000.000,,,,,,,,,,,,
NetIncomeLossAttributableToNoncontrollingInterest,-36000.000,-57000.000,-30000.000,-31000.000,-24000.000,-25000.000,-36000.000,-40000.000,-34000.000,0.000,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,30347000.000,6185000.000,4840000.000,12300000.000,17798000.000,11332000.000,10279000.000,11368000.000,16904000.000,4675000.000,6288000.000,6510000.000
NonoperatingIncomeExpense,,,,-15271000.000,-7951000.000,,-8537000.000,-7665000.000,-8140000.000,-8525000.000,-8074000.000,-9159000.000,-8571000.000
NotesIssued1,,,,,,,,,,,60000.000,,
OperatingExpenses,73801000.000,66804000.000,77952000.000,75228000.000,72138000.000,70138000.000,73880000.000,77293000.000,79492000.000,77677000.000,87670000.000,84773000.000,84396000.000
OperatingIncomeLoss,24568000.000,31388000.000,20500000.000,23332000.000,28498000.000,36829000.000,21198000.000,23772000.000,24924000.000,33829000.000,16215000.000,19827000.000,19602000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,161000.000,-132000.000,265000.000,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,,,,,,-191000.000,-223000.000,56000.000,-221000.000,-264000.000,235000.000,-263000.000
OtherComprehensiveIncomeLossBeforeTax,,,,4677000.000,12541000.000,,11105000.000,10016000.000,11390000.000,16683000.000,4411000.000,6523000.000,6247000.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,,,6346000.000,4708000.000,12565000.000,17710000.000,11141000.000,10056000.000,11424000.000,16683000.000,4411000.000,6523000.000,6247000.000
PaymentsOfDebtIssuanceCosts,,,,,,,8000.000,,,,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,4550000.000,,,,7000.000,,,,543000.000,,
PaymentsToAcquireProductiveAssets,,,,,,,,,-6795000.000,,-4563000.000,-5413000.000,-8004000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,4261000.000,,,,4103000.000,,,,4563000.000,,
ProceedsFromIssuanceOfLongTermDebt,,,71000.000,,,,,,,,-2205000.000,,
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,,,,,,,-6904000.000,,,,,,
ProceedsFromSaleOfProductiveAssets,,,10000.000,,,,81000.000,,,,103000.000,,
ProfitLoss,6934000.000,30290000.000,6155000.000,4809000.000,12276000.000,17773000.000,11296000.000,10239000.000,11334000.000,16904000.000,4675000.000,6288000.000,6510000.000
ProvisionForDoubtfulAccounts,,,1549000.000,,,,1818000.000,,,,2604000.000,,
RepaymentsOfLongTermCapitalLeaseObligations,,,23000.000,,,,1594000.000,,,,1832000.000,,
RepaymentsOfLongTermDebt,,,1188000.000,,,,6904000.000,,,,2205000.000,,
Revenues,399092000.000,396267000.000,397342000.000,399902000.000,396838000.000,405027000.000,389454000.000,396233000.000,409934000.000,421012000.000,421483000.000,431434000.000,437807000.000
SalesRevenueNet,399092000.000,396267000.000,397342000.000,399902000.000,396838000.000,405027000.000,389454000.000,396233000.000,409934000.000,421012000.000,421483000.000,431434000.000,437807000.000
ShareBasedCompensation,,,1174000.000,,,,704000.000,,,,469000.000,,
