,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-05-31,2013-08-31
AdvertisingExpense,0.000,396.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4519.000,,,,,
DeferredRevenuePeriodIncreaseDecrease,,,5438.000,,,,,
Depreciation,1432.000,1431.000,1319.000,1545.000,1432.000,1431.000,1092.000,1093.000
EarningsPerShareBasicAndDiluted,-0.010,-0.000,-0.000,0.000,0.000,-0.010,0.000,-0.000
ExciseAndSalesTaxes,,,0.000,,,,,
GeneralAndAdministrativeExpense,3622.000,3653.000,1137.000,4476.000,4967.000,3027.000,3725.000,4297.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-9773.000,-3688.000,-6364.000,-1337.000,-6154.000,-2077.000,-10918.000,-1935.000
IncomeTaxExpenseBenefit,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaid,0.000,,0.000,,,,,
IncreaseDecreaseInAccountsPayable,,,3695.000,,,,,
IncreaseDecreaseInAccountsReceivable,,,-1000.000,,,,,
IncreaseDecreaseInAccruedLiabilities,,,138.000,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-1839.000,,,,,
IncreaseDecreaseInPrepaidExpense,,,632.000,,,,,
InterestIncomeExpenseNet,38.000,38.000,-138.000,-233.000,-603.000,355.000,-45.000,0.000
InterestPaid,,,0.000,,,,,
LaborAndRelatedExpense,11306.000,11162.000,475.000,13360.000,15357.000,6472.000,7005.000,15446.000
MarketingAndAdvertisingExpense,,,,,0.000,,,
NetCashProvidedByUsedInFinancingActivities,,,2500.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,2500.000,,,,,
NetCashProvidedByUsedInOperatingActivities,,,2019.000,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,2019.000,,,,,
NetIncomeLoss,-9773.000,-3688.000,-6364.000,-1337.000,-6154.000,-2077.000,-10918.000,-1935.000
NonoperatingIncomeExpense,38.000,38.000,,,,,,
OperatingExpenses,27786.000,22590.000,6226.000,23141.000,25432.000,12875.000,20413.000,23582.000
OperatingIncomeLoss,-9735.000,-3650.000,-6226.000,-1104.000,-5551.000,-1407.000,-10873.000,-1935.000
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,,
ProceedsFromShortTermDebt,,,2500.000,,,,,
ProfessionalFees,11426.000,5948.000,3295.000,3760.000,3676.000,1945.000,8591.000,2746.000
Revenues,18051.000,18940.000,0.000,22037.000,19881.000,11468.000,9540.000,21647.000
SalesRevenueNet,18051.000,18940.000,0.000,22037.000,19881.000,11468.000,9540.000,21647.000
