,2011-06-30,2011-09-30
AssetRetirementObligationAccretionExpense,5867.000,5809.000
CostsAndExpenses,35231.000,40538.000
DepreciationDepletionAndAmortization,3073.000,3377.000
GeneralAndAdministrativeExpense,26291.000,31352.000
InterestIncomeOperating,125.000,124.000
NetIncomeLoss,,157551.000
NetIncomeLossAllocatedToGeneralPartners,2357.000,1609.000
NetIncomeLossAllocatedToLimitedPartners,209008.000,141458.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,18.690,12.650
ProfitLoss,232573.000,
Revenues,267804.000,198089.000
SalesRevenueNet,267804.000,198089.000
