,2011-06-30,2011-09-30,2012-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,11430.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,28933.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,22398.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,84821.000
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,,,28839.000
BankOwnedLifeInsuranceIncome,17369.000,14739.000,10546.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4600306.000
ComprehensiveIncomeNetOfTax,,,131796.000
DeferredFederalIncomeTaxExpenseBenefit,,,-31931.000
DepreciationAmortizationAndAccretionNet,,,117875.000
EarningsPerShareBasic,0.100,0.040,0.020
FederalDepositInsuranceCorporationPremiumExpense,114277.000,6297.000,74130.000
FeesAndCommissionsDepositorAccounts,53116.000,33677.000,32634.000
GainLossOnInvestments,218095.000,16489.000,
GainLossOnSalesOfLoansNet,104023.000,250051.000,141561.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,360619.000,170549.000,118969.000
IncomeTaxExpenseBenefit,57703.000,53741.000,43156.000
IncomeTaxesPaid,,,200000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-42751.000
IncreaseDecreaseInDeposits,,,166515.000
IncreaseDecreaseInInterestPayableNet,,,-9068.000
InformationTechnologyAndDataProcessing,161942.000,124576.000,99821.000
InterestAndDividendIncomeOperating,3413438.000,2841419.000,2587231.000
InterestAndDividendIncomeSecurities,662787.000,630908.000,588372.000
InterestAndFeeIncomeLoansAndLeases,2749710.000,2209375.000,1996624.000
InterestExpenseDeposits,665311.000,644654.000,526645.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,193544.000,210659.000,187096.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesShortTerm,7886.000,0.000,0.000
InterestExpenseOther,872033.000,860977.000,719709.000
InterestIncomeExpenseAfterProvisionForLoanLoss,2131455.000,1751401.000,1777464.000
InterestPaid,,,728777.000
LaborAndRelatedExpense,1217527.000,1125757.000,1163047.000
NetCashProvidedByUsedInFinancingActivities,,,-5280861.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5280861.000
NetCashProvidedByUsedInInvestingActivities,,,9795795.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,9795795.000
NetCashProvidedByUsedInOperatingActivities,,,85372.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,85372.000
NetIncomeLoss,302916.000,116808.000,75814.000
NoninterestExpense,2352689.000,2031155.000,2022645.000
NoninterestIncome,581854.000,450302.000,364150.000
NoninterestIncomeOtherOperatingIncome,111506.000,56923.000,105915.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,55982.000
OtherInterestAndDividendIncome,941.000,1136.000,2236.000
OtherNoncashIncomeExpense,,,252343.000
OtherNoninterestExpense,422618.000,360679.000,253505.000
PaymentsForProceedsFromFederalHomeLoanBankStock,,,-141200.000
PaymentsToAcquireHeldToMaturitySecurities,,,1555781.000
PaymentsToAcquireLoansReceivable,,,-1276294.000
PaymentsToAcquirePropertyPlantAndEquipment,,,108330.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,908940.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,,2480032.000
ProceedsFromSaleOfLoansHeldForSale,,,4633581.000
ProfessionalFees,95729.000,99718.000,99568.000
ProfitLossFromRealEstateOperations,77745.000,78423.000,73494.000
ProvisionForLoanAndLeaseLosses,,,90059.000
ProvisionForLoanLossesExpensed,409950.000,229041.000,90059.000
ShareBasedCompensation,,,62761.000
TransferOfOtherRealEstate,,,269263.000
