,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,46437.000,,,,-45383.000,,,
AssetRetirementObligationAccretionExpense,2330.000,2365.000,3799.000,3868.000,3938.000,4010.000,4082.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-32.000,,,,79968.000,,,
CostsAndExpenses,360021.000,246863.000,158728.000,46021.000,90831.000,143204.000,98516.000,117559.000,81063.000,1383049.000
DepreciationDepletionAndAmortization,57407.000,64770.000,46437.000,50572.000,23617.000,59079.000,42003.000,31682.000,39316.000,66028.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,-15303.000,-13158.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,3008.000,328836.000,0.000,1548.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,,,,,,2416.000,,,
GainLossOnDerivativeInstrumentsNetPretax,33226.000,54656.000,55545.000,-15303.000,-13158.000,12284.000,-18343.000,5069.000,0.000,0.000
GainLossOnSaleOfOilAndGasProperty,,,,,,,,-347000.000,,
GeneralAndAdministrativeExpense,158761.000,97032.000,29060.000,31038.000,29087.000,37919.000,30863.000,32600.000,28993.000,39211.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,49675.000,-67044.000,,,-69721.000,-22260.000,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,,,,,,-118.000,-38.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,,,,,,557.000,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-9102.000,,,,-1718.000,,,
IncreaseDecreaseInAccountsReceivable,,,33583.000,,,,-2836.000,,,
IncreaseDecreaseInDueToAffiliatesCurrent,,,-54816.000,,,,74030.000,,,
IncreaseDecreaseInInventories,,,11570.000,,,,-2786.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,-1611.000,,,,1545.000,,,
InterestIncomeDomesticDeposits,44.000,185.000,4.000,3.000,4.000,3.000,5.000,47.000,163.000,139.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,,,,,,0.254,,,
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,,,,0.800,,,0.800,,,
NetCashProvidedByUsedInFinancingActivities,,,-7139.000,,,,-39464.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-7139.000,,,,-39464.000,,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,7107.000,,,,119432.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,7107.000,,,,119432.000,,,
NetIncomeLossAllocatedToGeneralPartners,-38766.000,-8950.000,354.000,9936.000,-13408.000,-8054.000,9718.000,,,
NetIncomeLossAllocatedToLimitedPartners,-155065.000,-35801.000,1417.000,39742.000,-53632.000,-32217.000,-38871.000,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-329.000,-76.000,3.000,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,439.000,-38.000,
OilAndGasProductionExpense,141523.000,82696.000,79432.000,-39457.000,34189.000,42196.000,22168.000,49729.000,9140.000,43497.000
OilAndGasSalesRevenue,132920.000,147271.000,104950.000,110999.000,36945.000,90646.000,65257.000,42722.000,58640.000,88285.000
OperatingIncomeLoss,-193875.000,-44936.000,1767.000,,,,-51602.000,-69768.000,-22423.000,-1294764.000
PartnersCapitalAccountDistributions,,,-7139.000,,,,-39464.000,,,
PaymentsOfCapitalDistribution,,,,,,,,220000.000,220000.000,
PaymentsToExploreAndDevelopOilAndGasProperties,,,0.000,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,400000.000,,
ProfitLoss,-193831.000,-44751.000,1771.000,49678.000,-67040.000,-40271.000,-48589.000,259115.000,-22260.000,-1293077.000
Revenues,166146.000,201927.000,160495.000,95696.000,23787.000,102930.000,46914.000,47791.000,58640.000,88285.000
RoyaltyExpense,,,,,,,,31840.000,,
SalesRevenueNet,166146.000,201927.000,160495.000,95696.000,23787.000,102930.000,46914.000,47791.000,58640.000,88285.000
UnrealizedGainLossOnDerivatives,,,,-54676.000,-44597.000,,,,,
UnrealizedGainLossOnDerivativesAndCommodityContracts,,,-24524.000,,,,-42167.000,,,
