,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentForAmortization,28000000.000,,,,20000000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,2000000.000,,,,20000000.000,,,,6000000.000,,,,6000000.000,,,,5000000.000,
AmortizationAndDepreciationOfDecontaminatingAndDecommissioningAssets,,,,,,,,,,,,,,,,,29000000.000,,,,-106000000.000,,,,1000000.000,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,,,,5000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-204000000.000,,,,6000000.000,,,,-55000000.000,,,,3000000.000,,,,-17000000.000,,,,-24000000.000,,,,54000000.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,0.338,0.338,0.338,0.353,0.355,0.355,0.355,0.417,0.417,0.417,0.417,0.481,0.480,0.480,0.480,0.542,0.542,0.542
ComprehensiveIncomeNetOfTax,,,,,,,,,271000000.000,-89000000.000,441000000.000,366000000.000,178000000.000,534000000.000,470000000.000,385000000.000,298000000.000,382000000.000,422000000.000,-80000000.000,273000000.000,277000000.000,421000000.000,343000000.000,366000000.000,279000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,27000000.000,24000000.000,25000000.000,24000000.000,26000000.000,30000000.000,28000000.000,25000000.000,19000000.000,27000000.000,27000000.000,24000000.000,25000000.000,28000000.000,30000000.000,31000000.000,30000000.000,31000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,237000000.000,227000000.000,422000000.000,259000000.000,204000000.000,211000000.000,389000000.000,-844000000.000,298000000.000,-65000000.000,466000000.000,390000000.000,204000000.000,564000000.000,498000000.000,410000000.000,317000000.000,409000000.000,449000000.000,-56000000.000,298000000.000,305000000.000,451000000.000,374000000.000,396000000.000,310000000.000
CostOfPurchasedPower,508000000.000,649000000.000,1264000000.000,568000000.000,615000000.000,822000000.000,1612000000.000,782000000.000,780000000.000,1076000000.000,1713000000.000,998000000.000,1071000000.000,1168000000.000,2105000000.000,1249000000.000,786000000.000,1078000000.000,1785000000.000,617000000.000,794000000.000,1064000000.000,1719000000.000,950000000.000,784000000.000,1175000000.000
