,2011-07-31,2011-10-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,15000.000,,,,196000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,125000000000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2949000.000,,,,4698000.000,,,,20500000.000,,,,4189000.000,,,,-13315000.000,,,,2917000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,0.000,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,0.000,,,,,,,,
CostOfGoodsAndServicesSold,74137000.000,75560000.000,145517000.000,146370000.000,175303000.000,177011000.000,169650000.000,164712000.000,148327000.000,119251000.000,119386000.000,111413000.000,101957000.000,97535000.000,96070000.000,95204000.000,96311000.000,98069000.000,91800000.000,98423000.000,96121000.000,96416000.000,100654000.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,,0.035,0.035,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,2026000.000,,,,5339000.000,,,,,,,,,,,,3000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,100000.000,,,,600000.000,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,4021000.000,,,,4391000.000,,,,,,,,,,,,,,,,4934000.000
DerivativeGainOnDerivative,,,,,,,,,,,,,,,,,,,,,,,124000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,99000.000,50000.000,,215000.000,2000.000,983000.000,26000.000,,8000.000,210000.000,,,,,,,,,,
