,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,3576.000,1977.000,23124.000,17285.000,14334.000,3578.000,13460.000,20125.000,10640.000,6567.000,3758.000,22932.000,19499.000,16601.000,13984.000,22690.000,31146.000,44993.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2178353.000,2185590.000,2192827.000,2200064.000,2207301.000,2214538.000,2221775.000,2229012.000,2236249.000,2243486.000,2250723.000,2257960.000,2265197.000,2272434.000,2279671.000,2286908.000,2294145.000,2301382.000
Assets,2166301.000,2168524.000,2168869.000,2143175.000,2149946.000,2141659.000,2144858.000,2113573.000,2125442.000,2125039.000,2119292.000,2112925.000,2108470.000,2094647.000,2092668.000,2051967.000,2098185.000,2079803.000
AssetsCurrent,265809.000,275269.000,282851.000,264394.000,278402.000,277352.000,287788.000,263740.000,282846.000,289680.000,291170.000,292040.000,294822.000,288236.000,293494.000,260030.000,313485.000,302340.000
BuildingsAndImprovementsGross,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000,1013134.000
CashAndCashEquivalentsAtCarryingValue,204736.000,213737.000,219919.000,198792.000,214573.000,214652.000,225448.000,196777.000,217802.000,224473.000,224222.000,222574.000,228557.000,218722.000,221252.000,183767.000,241914.000,228731.000
DepositsAssetsCurrent,,,986.000,,,,987.000,,,,1084.000,,,,1386.000,,,
DueFromRelatedPartiesCurrent,59960.000,60545.000,61946.000,64280.000,62619.000,61602.000,61353.000,65977.000,63762.000,64024.000,65864.000,68480.000,65279.000,68528.000,70856.000,74957.000,70345.000,72463.000
DueToRelatedPartiesCurrent,40119.000,40072.000,42670.000,42422.000,39719.000,39983.000,39303.000,40579.000,39928.000,40212.000,42042.000,43959.000,38641.000,34041.000,36065.000,14704.000,17627.000,17015.000
GeneralPartnersCapitalAccount,261322.000,261361.000,261128.000,260932.000,261056.000,261078.000,261018.000,260626.000,260846.000,260880.000,260832.000,260557.000,260600.000,260537.000,260523.000,260243.000,260591.000,260275.000
Land,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000,1633188.000
LandImprovements,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000,296497.000
LiabilitiesAndStockholdersEquity,2166301.000,2168524.000,2168869.000,2143175.000,2149946.000,2141659.000,2144858.000,2113573.000,2125442.000,2125039.000,2119292.000,2112925.000,2108470.000,2094647.000,2092668.000,2051967.000,2098185.000,2079803.000
LiabilitiesCurrent,43695.000,42049.000,65794.000,59707.000,54053.000,43561.000,52763.000,60704.000,50568.000,46779.000,45800.000,66891.000,58140.000,50642.000,50049.000,37394.000,48773.000,62008.000
LimitedPartnersCapitalAccount,1861284.000,1865114.000,1841947.000,1822536.000,1834837.000,1837020.000,1831077.000,1792243.000,1814028.000,1817380.000,1812660.000,1785477.000,1789730.000,1783468.000,1782096.000,1754330.000,1788821.000,1757520.000
LimitedPartnersCapitalAccountUnitsOutstanding,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000,8751.000
MachineryAndEquipmentGross,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000,1136026.000
OtherAssetsCurrent,1113.000,987.000,,1322.000,1210.000,1098.000,,986.000,1282.000,1183.000,,986.000,986.000,986.000,,1306.000,1226.000,1146.000
OtherPartnersCapital,,,,,,,235.000,,,,235.000,,,,235.000,,,
PartnersCapital,2122606.000,2126475.000,2103075.000,2083468.000,2095893.000,2098098.000,2092095.000,2052869.000,2074874.000,2078260.000,2073492.000,2046034.000,2050330.000,2044005.000,2042619.000,2014573.000,2049412.000,2017795.000
PropertyPlantAndEquipmentGross,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000,4078845.000
PropertyPlantAndEquipmentNet,1900492.000,1893255.000,1886018.000,1878781.000,1871544.000,1864307.000,1857070.000,1849833.000,1842596.000,1835359.000,1828122.000,1820885.000,1813648.000,1806411.000,1799174.000,1791937.000,1784700.000,1777463.000
RealEstateAccumulatedDepreciation,,,,,,,1085749.000,,,,1114697.000,,,,1143645.000,,,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,,,,1085749.000,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,,,,,,,,,,,,0.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,,,,2942819.000,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,,,,,,,77203.000,,,,77203.000,,,,77203.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,,1013134.000,,,,1013134.000,,,,1013134.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,,,,1852482.000,,,,1852482.000,,,,1852482.000,,,
RealEstateFederalIncomeTaxBasis,,,,,,,2942819.000,,,,2942819.000,,,,2942819.000,,,
RealEstateGrossAtCarryingValue,,,,,,,2942819.000,,,,2942819.000,,,,2942819.000,,,
