,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,89844.000,,151861.000,72570.000,31479.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,63151.000,7255.000,15358.000,28699.000,,9017.000,45580.000,,51909.000,30898.000,92462.000,,106559.000,,,
AccountsReceivableNet,11936.000,15688.000,3038.000,4432.000,,2597.000,1381.000,,3026.000,1612.000,2275.000,5533.000,3739.000,3953.000,80.000,0.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,178371.000,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,760538.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3832214.000,3839435.000,3846657.000,3853879.000,,3868413.000,3872949.000,,3886748.000,3893970.000,3899393.000,3906955.000,3914449.000,3921279.000,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,77045.000,,,,0.000,,,,0.000,0.000
Assets,3092522.000,3049170.000,2678954.000,2661568.000,,2595196.000,2614489.000,,2538271.000,2464929.000,2461934.000,2489441.000,2450045.000,2525500.000,4289706.000,3718460.000
AssetsNet,,,,,,,,,,,,,,,3593252.000,3560955.000
BuildingsAndImprovementsGross,,,4342175.000,,,,4342175.000,,,,4374048.000,4374048.000,4374048.000,4374048.000,,
CashAndCashEquivalentsAtCarryingValue,256435.000,270646.000,272461.000,388330.000,,377087.000,364890.000,,212528.000,64890.000,33986.000,4714.000,4621.000,78468.000,13407.000,2273280.000
DueFromAffiliates,570789.000,551750.000,218809.000,53809.000,,108.000,110.000,,125113.000,170113.000,178260.000,212905.000,202364.000,178371.000,170000.000,170000.000
DueFromJointVentures,,,,,,,,,,,,170000.000,170000.000,170000.000,170000.000,170000.000
DueFromOtherRelatedParties,,,,,,,,,,,,42905.000,32364.000,8371.000,,
DueToAffiliateCurrent,,,,,,,,,,,,,,40587.000,176730.000,25524.000
EquityMethodInvestments,1194374.000,1120058.000,1129791.000,1140279.000,,1149373.000,1149076.000,,1148537.000,1148515.000,1148393.000,1200160.000,1210644.000,1221170.000,1231695.000,1273357.000
FurnitureAndFixturesGross,,,9950.000,,,,9950.000,,,,9950.000,9950.000,9950.000,9950.000,,
GeneralPartnersCapitalAccount,,,647249.000,,,,644718.000,,,,638966.000,639555.000,637830.000,637101.000,,
Land,,,518481.000,,,,518481.000,,,,518481.000,,,,,
LandAndLandImprovements,,,,,,,,,,,,518481.000,518481.000,518481.000,,
Liabilities,,,80085.000,,,,99997.000,,,,139164.000,128629.000,146731.000,246504.000,696454.000,157505.000
LiabilitiesAndStockholdersEquity,3092522.000,3049170.000,2678954.000,2661568.000,,2595196.000,2614489.000,,2538271.000,2464929.000,2461934.000,2489441.000,2450045.000,2525500.000,,
LimitedPartnersCapitalAccount,,,1951620.000,,,,1869774.000,,,,1683804.000,1721257.000,1665484.000,1641895.000,,
LiquidationBasisOfAccountingAccruedCostsToDisposeOfAssetsAndLiabilities,,,,,,,,,,,,,,,401509.000,100502.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,571554.000,,,,635356.000,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,383170.000,,,,320620.000,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,43263.000,,,,117154.000,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,145121.000,,,,197582.000,,,,,
OtherAssets,27846.000,59857.000,30906.000,57991.000,,63838.000,101375.000,,36266.000,71290.000,95934.000,70605.000,40647.000,62338.000,80875.000,1823.000
PartnersCapital,2976854.000,2975776.000,2598869.000,2577133.000,,2528675.000,2514492.000,,2448828.000,2403330.000,2322770.000,2360812.000,2303314.000,2278996.000,,
PropertyPlantAndEquipmentGross,4863356.000,4870606.000,4870606.000,4870606.000,,4870606.000,4870606.000,,4899549.000,4902479.000,4902480.000,4902479.000,4902479.000,4902479.000,,
PropertyPlantAndEquipmentNet,1031142.000,1031171.000,1023949.000,1016727.000,,1002193.000,997657.000,,1012801.000,1008509.000,1003086.000,995524.000,988030.000,981200.000,2793649.000,0.000
RealEstateAccumulatedDepreciation,,,,,,,3872948.000,,,,3899393.000,,,,,
RealEstateFederalIncomeTaxBasis,,,,,,,4870606.000,,,,,,,,,
RealEstateGrossAtCarryingValue,,,,,,,4863356.000,,,,4902480.000,,,,,
RealEstateInvestments,,,,,21181.000,21181.000,,21181.000,21181.000,21181.000,,,,,,
SecurityDepositLiability,,,,,,,54417.000,,37534.000,30701.000,46702.000,38785.000,40172.000,54056.000,45645.000,0.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,2598869.000,,,,2514492.000,,,,2322770.000,2360812.000,2303314.000,2278996.000,,
