,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-5542.000
EarningsPerShareBasic,-0.010,
EarningsPerShareBasicAndDiluted,,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,126.000
GeneralAndAdministrativeExpense,47.000,-89.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-1462.000
NetCashProvidedByUsedInOperatingActivities,,-5542.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-5542.000
NetIncomeLoss,-3945.000,-4080.000
ProfessionalFees,2501.000,4169.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,4851665.000
WeightedAverageNumberOfSharesOutstandingBasic,3800000.000,
