,2011-12-31,2012-12-31,2013-12-31,2014-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-5383.000,5529.000,-1226.000,-2970.000
Depreciation,28948.000,28948.000,28948.000,28948.000
DistributionsPerLimitedPartnershipUnitOutstanding,,72.980,76.640,80.140
GeneralAndAdministrativeExpense,96321.000,76329.000,80024.000,103252.000
IncreaseDecreaseInAccountsPayable,13834.000,-9664.000,-9702.000,10226.000
IncreaseDecreaseInAccountsPayableRelatedParties,-1698.000,-3367.000,2739.000,-5977.000
IncreaseDecreaseInDepositsOutstanding,-380.000,1.000,97.000,302.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,-2935.000,-593.000,4511.000,4992.000
InvestmentIncomeInterest,245.000,250.000,263.000,283.000
NetCashProvidedByUsedInFinancingActivities,,,,-708399.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,-708399.000
NetCashProvidedByUsedInOperatingActivities,655210.000,650671.000,676252.000,705429.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,655210.000,650671.000,676252.000,705429.000
NetIncomeLoss,610811.000,634162.000,658875.000,677526.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,69.100,,,
OperatingExpenses,125269.000,105277.000,108972.000,132200.000
OperatingIncomeLoss,608691.000,632447.000,657462.000,673493.000
OperatingLeasesIncomeStatementLeaseRevenue,733960.000,737724.000,766434.000,805693.000
OperatingLeasesRentExpenseMinimumRentals,,3500.000,3500.000,3500.000
OtherNonoperatingIncome,1875.000,1465.000,1150.000,3750.000
PartnersCapitalAccountDistributions,660593.000,645142.000,677478.000,708399.000
PaymentsOfDividends,660593.000,645142.000,677478.000,708399.000
RealEstateAccumulatedDepreciationOtherAdditions,,28948.000,28948.000,28948.000
RealEstateAccumulatedDepreciationOtherDeductions,,,,0.000
RealEstateOtherAdditions,,,,0.000
RealEstateOtherDeductions,,,,0.000
SalesRevenueGoodsGross,,5284393.000,5500615.000,5783887.000
WeightedAverageLimitedPartnershipUnitsOutstanding,8751.000,8751.000,8751.000,8751.000
