,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,435000.000,434000.000,552000.000,616000.000,692000.000,782000.000,752000.000,754000.000,746000.000,785000.000,827000.000,909000.000,973000.000,1034000.000,1034000.000,1128000.000,1133000.000,1192000.000,1238000.000,1258000.000,1341000.000,1391000.000,1426000.000
AccountsPayableCurrentAndNoncurrent,,,,41000.000,41000.000,41000.000,,41000.000,,,,41000.000,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,3000.000,,,,,,185000.000,190000.000,,,191000.000,191000.000,
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,,,,,,,,,6000.000,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,,,1000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-107000.000,-106000.000,107000.000,109000.000,110000.000,112000.000,113000.000,114000.000,110000.000,110000.000,111000.000,111000.000,110000.000,111000.000,111000.000,111000.000,111000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-56000.000,-49000.000,-62000.000,-49000.000,-49000.000,49000.000,49000.000,-49000.000,-49000.000,-49000.000,-49000.000,-49000.000,-49000.000,-48000.000,-48000.000,-48000.000,-48000.000,-48000.000,-48000.000,-48000.000,-48000.000,-48000.000,-48000.000
AdditionalPaidInCapital,21495000.000,21504000.000,21510000.000,21514000.000,21518000.000,21522000.000,21926000.000,21927000.000,21928000.000,21930000.000,21931000.000,21931000.000,21930000.000,21930000.000,21930000.000,21930000.000,21930000.000,21930000.000,21930000.000,21930000.000,21930000.000,21930000.000,21930000.000
Assets,728000.000,633000.000,635000.000,616000.000,580000.000,526000.000,927000.000,810000.000,685000.000,620000.000,557000.000,526000.000,535000.000,480000.000,545000.000,528000.000,564000.000,511000.000,449000.000,242000.000,198000.000,65000.000,98000.000
AssetsCurrent,706000.000,617000.000,622000.000,605000.000,571000.000,518000.000,921000.000,805000.000,682000.000,618000.000,556000.000,525000.000,534000.000,480000.000,545000.000,92000.000,132000.000,82000.000,23000.000,143000.000,99000.000,65000.000,98000.000
