,2012-06-30,2012-09-30,2013-03-31
AssetManagementFees,,,10741.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-228071.000
ForeignCurrencyTransactionGainLossRealized,,,-24549.000
IncreaseDecreaseInAccountsPayableTrade,,,11748.000
IncreaseDecreaseInOperatingAssets,,,-172738.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,1295.000
IncreaseDecreaseInPrepaidExpense,,,-9420.000
InvestmentIncomeInterest,482.000,460.000,106.000
InvestmentIncomeNet,482.000,460.000,106.000
ManagementFeeAmountPaid,9445.000,10408.000,
NetCashProvidedByUsedInFinancingActivities,,,-184536.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-184536.000
NetCashProvidedByUsedInOperatingActivities,,,-43535.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-43535.000
NetIncomeLoss,,,-163022.000
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-112.090
OperatingExpenses,,,163128.000
OtherCostAndExpenseOperating,,,12238.000
PartnersCapitalAccountRedemptions,,,-472006.000
PartnersCapitalAccountUnitsContributed,,,16.061
PartnersCapitalAccountUnitsPeriodIncreaseDecrease,,,-164.811
PartnersCapitalAccountUnitsRedeemed,,,-180.872
PaymentsForRepurchaseOfEquity,,,227807.000
ProceedsFromContributedCapital,,,43271.000
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,,,43271.000
ProfessionalFees,18500.000,20000.000,26120.000
RealizedInvestmentGainsLosses,,,133150.000
SalesCommissionsAndFees,,,114029.000
UnrealizedGainLossOnInvestments,,,-118317.000
