,2011-06-30,2011-09-30
DerivativeGainLossOnDerivativeNet,-2427000.000,1979000.000
EarningsPerShareBasicAndDiluted,-0.040,0.010
GeneralAndAdministrativeExpense,703000.000,565000.000
InterestExpense,875000.000,
LicensesRevenue,65000.000,65000.000
NetIncomeLoss,-5019000.000,1172000.000
OperatingExpenses,1115000.000,922000.000
OperatingIncomeLoss,-923000.000,-807000.000
OtherNonoperatingIncomeExpense,-4096000.000,1979000.000
ResearchAndDevelopmentExpense,412000.000,357000.000
Revenues,192000.000,115000.000
RoyaltyRevenue,127000.000,50000.000
SalesRevenueNet,192000.000,115000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,141903070.000
WeightedAverageNumberOfSharesOutstandingBasic,,134628658.000
