,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-2500.000,,,,-2500.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000,-0.000,0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,,,,0.340,,,,0.340,,,,
GeneralAndAdministrativeExpense,,444.000,5032.000,,1208.000,1686.000,1168.000,1041.000,995.000,1719.000,970.000,1301.000,1233.000
IncomeTaxExpenseBenefit,0.000,,,,0.000,,,,0.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,850.000,,,,1261.000,,,,1188.000,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-850.000,,,,-1261.000,,,,-1188.000,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,6500.000,,,,3034.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,-1041.000,,,,-1301.000
IncreaseDecreaseInPrepaidExpense,,,,,-1208.000,,,,1964.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,,,2000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,,,2000.000
NetCashProvidedByUsedInOperatingActivities,-2500.000,,,,-2500.000,,,,,,,,-2000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2500.000,,,,-2500.000,,,,,,,,-2000.000
NetIncomeLoss,-2500.000,-4744.000,-8332.000,-3035.000,-3708.000,-38486.000,-2968.000,-2841.000,-3495.000,-4494.000,-2770.000,-3301.000,-3733.000
OperatingExpenses,2500.000,4744.000,8332.000,3035.000,3708.000,38486.000,2968.000,2841.000,3495.000,4494.000,2770.000,3301.000,3733.000
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,2000.000
ProfessionalFees,2500.000,4300.000,3300.000,1800.000,2500.000,1800.000,1800.000,36800.000,2500.000,2775.000,1800.000,2000.000,2500.000
SellingAndMarketingExpense,,,,,,35000.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,8000000.000,8000000.000,7978261.000,-15605658.000,9500000.000,9500000.000,9500000.000,-19000000.000,9500000.000,9500000.000,9500000.000,-19000000.000,9500000.000
