,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3313000.000,,,,847000.000,,,,1356000.000,,,,-5239000.000,,,,-1869000.000,,,,2396000.000
CostOfGoodsSoldOilAndGas,1322000.000,1212000.000,1032000.000,1199000.000,1434000.000,-884000.000,1285000.000,1170000.000,1340000.000,-1140000.000,1439000.000,1537000.000,1345000.000,-1413000.000,1034000.000,977000.000,593000.000,-360000.000,507000.000,771000.000,902000.000,-447000.000,987000.000
CostsAndExpenses,6664000.000,6857000.000,6147000.000,6562000.000,6178000.000,6306000.000,5570000.000,5411000.000,5722000.000,5766000.000,5092000.000,5362000.000,4751000.000,5438000.000,4774000.000,4466000.000,4706000.000,4669000.000,4628000.000,4058000.000,4032000.000,3872000.000,4205000.000
DepreciationDepletionAndAmortization,4581000.000,4817000.000,,,,,,,,,,,,,2465000.000,2341000.000,3048000.000,2214000.000,2236000.000,2255000.000,2080000.000,1936000.000,1755000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,,,,,,,,,14934000.000,,,,15356000.000,,,,6339000.000,,,,7690000.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,,,,,,,,,,,,,0.307,0.167,0.194,,0.147,0.258,0.252,,0.307
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,,14234000.000,,,,13788000.000,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,0.410,0.390,0.350,0.270,0.130,0.120,0.080,0.090,0.050,0.190,0.210,0.210,0.270
GeneralAndAdministrativeExpense,761000.000,828000.000,803000.000,881000.000,745000.000,1386000.000,899000.000,973000.000,835000.000,1489000.000,1136000.000,1059000.000,796000.000,2146000.000,1275000.000,1148000.000,1065000.000,1479000.000,1885000.000,1032000.000,1050000.000,1023000.000,1463000.000
LitigationSettlementGross,,,500000.000,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,17547000.000,,,,14635000.000,,,,16290000.000,,,,10050000.000,,,,4470000.000,,,,10086000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,17547000.000,,,,14635000.000,,,,16290000.000,,,,10050000.000,,,,4470000.000,,,,10086000.000
NetIncomeLoss,9770000.000,11506000.000,7298000.000,8680000.000,8129000.000,13915000.000,7648000.000,12025000.000,10749000.000,13154000.000,12897000.000,12669000.000,10969000.000,8704000.000,4031000.000,3816000.000,2683000.000,2725000.000,1498000.000,5951000.000,6647000.000,6871000.000,8522000.000
NetIncomeLossAllocatedToGeneralPartners,350000.000,367000.000,284000.000,341000.000,293000.000,425000.000,274000.000,385000.000,399000.000,443000.000,455000.000,461000.000,400000.000,277000.000,153000.000,149000.000,103000.000,108000.000,60000.000,201000.000,230000.000,245000.000,300000.000
NetIncomeLossAllocatedToLimitedPartners,9420000.000,11139000.000,7014000.000,8339000.000,7836000.000,13490000.000,7374000.000,11640000.000,10350000.000,12711000.000,12442000.000,12208000.000,10569000.000,8427000.000,3878000.000,3667000.000,2580000.000,2617000.000,1438000.000,5750000.000,6417000.000,6626000.000,8222000.000
OilAndGasRevenue,16434000.000,18326000.000,13433000.000,15242000.000,14308000.000,20221000.000,13218000.000,17295000.000,16440000.000,18916000.000,17339000.000,17973000.000,15716000.000,14142000.000,8804000.000,8280000.000,7387000.000,7392000.000,6126000.000,10009000.000,10679000.000,10743000.000,12727000.000
OperatingIncomeLoss,9770000.000,11469000.000,7286000.000,8680000.000,8130000.000,13915000.000,7648000.000,11884000.000,10718000.000,13150000.000,12247000.000,12611000.000,10965000.000,8704000.000,4030000.000,3814000.000,2681000.000,2723000.000,,,,,
OtherNonoperatingIncomeExpense,0.000,37000.000,12000.000,,-1000.000,,,141000.000,31000.000,,650000.000,58000.000,4000.000,0.000,1000.000,2000.000,2000.000,2000.000,,,,,
OtherSalesRevenueNet,61000.000,24000.000,34000.000,132000.000,7000.000,1309000.000,8000.000,8000.000,17000.000,92000.000,15000.000,10000.000,83000.000,89000.000,28000.000,12000.000,3000.000,118000.000,130000.000,80000.000,17000.000,35000.000,414000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,,,30675000.000,30675000.000,30675000.000,,30675000.000,30675000.000,30675000.000,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,30675000.000,30675000.000,30675000.000,-61350000.000,30675000.000,30675000.000,30675000.000,-61350000.000,30675000.000,30675000.000,30675000.000,-61350000.000,30675000.000
