,2011-09-30
Depreciation,55000.000
GainsLossesOnExtinguishmentOfDebt,102000.000
GainsLossesOnSalesOfInvestmentRealEstate,5981000.000
GeneralAndAdministrativeExpense,47000.000
IncomeLossFromContinuingOperations,0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-261000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,-3.070
IncomeLossFromExtraordinaryItemsNetOfTaxPerOutstandingLimitedPartnershipUnit,70.380
InterestExpenseBorrowings,106000.000
NetIncomeLoss,5720000.000
NetIncomeLossAllocatedToGeneralPartners,172000.000
NetIncomeLossAllocatedToLimitedPartners,5548000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,67.310
OperatingExpenses,247000.000
OtherIncome,53000.000
RealEstateRevenueNet,239000.000
RealEstateTaxExpense,18000.000
Revenues,292000.000
SalesRevenueNet,239000.000
UnusualOrInfrequentItemInsuranceProceeds,22000.000
