,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,190000.000,286000.000,,521000.000,726000.000,693000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-222000.000,,,,2215000.000,,,
CostOfGoodsAndServicesSold,652000.000,501000.000,578000.000,580000.000,811000.000,653000.000,604000.000,587000.000,694000.000,856000.000
DepreciationDepletionAndAmortization,,,9000.000,,,,5000.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,0.000,,,,,,,
EarningsPerShareBasicAndDiluted,-0.040,-0.080,-0.030,-0.020,-0.030,0.090,-0.130,-0.200,-0.180,-0.190
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.000,,,
GeneralAndAdministrativeExpense,295000.000,191000.000,147000.000,137000.000,277000.000,201000.000,299000.000,430000.000,377000.000,434000.000
GrossProfit,332000.000,268000.000,229000.000,239000.000,330000.000,293000.000,269000.000,282000.000,283000.000,65000.000
IncomeLossFromContinuingOperations,-252000.000,-300000.000,-115000.000,-52000.000,-114000.000,-353000.000,-485000.000,-755000.000,-669000.000,-706000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-252000.000,-300000.000,-115000.000,-52000.000,-114000.000,-353000.000,-485000.000,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.070,-0.080,-0.030,-0.020,-0.030,-0.090,-0.130,-0.200,-0.180,-0.190
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,112000.000,0.000,0.000,0.000,0.000,655000.000,0.000,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.030,0.000,0.000,0.000,0.000,0.180,0.000,0.000,0.000,0.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,0.000,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
IncomeTaxesPaid,,,0.000,,,,,,,
IncreaseDecreaseInAccountsPayable,,,-114000.000,,,,-66000.000,,,
IncreaseDecreaseInAccountsReceivable,,,-35000.000,,,,-88000.000,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,65000.000,,,,-4000.000,,,
IncreaseDecreaseInDeferredRentReceivables,,,-10000.000,,,,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,,0.000,,,,,,,
IncreaseDecreaseInInventories,,,-69000.000,,,,-76000.000,,,
IncreaseDecreaseInPrepaidExpense,,,-46000.000,,,,52000.000,,,
IncreaseDecreaseInRestrictedCash,,,,,,,-2641000.000,,,
InterestExpense,15000.000,6000.000,0.000,0.000,0.000,0.000,,,,
InterestPaid,,,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,-5000.000,,,,2641000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-5000.000,,,,2641000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-217000.000,,,,-426000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-217000.000,,,,-426000.000,,,
NetIncomeLoss,-140000.000,-300000.000,-115000.000,-52000.000,-114000.000,302000.000,-485000.000,-755000.000,-669000.000,-706000.000
NonoperatingIncomeExpense,-2000.000,-4000.000,67000.000,69000.000,77000.000,-203000.000,5000.000,0.000,0.000,-2000.000
OperatingExpenses,582000.000,564000.000,411000.000,360000.000,521000.000,443000.000,759000.000,1037000.000,952000.000,769000.000
OperatingIncomeLoss,-250000.000,-296000.000,-182000.000,-121000.000,-191000.000,-150000.000,-490000.000,-755000.000,-669000.000,-704000.000
OtherNonoperatingIncomeExpense,13000.000,2000.000,2000.000,3000.000,12000.000,-7000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,5000.000,,,,0.000,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,0.000,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,0.000,,,,,,,
ProceedsFromStockOptionsExercised,,,0.000,,,,,,,
RentalIncomeNonoperating,,,65000.000,66000.000,65000.000,,,,,
RepaymentsOfLongTermDebtAndCapitalSecurities,,,0.000,,,,,,,
ResearchAndDevelopmentExpense,47000.000,103000.000,60000.000,74000.000,60000.000,91000.000,234000.000,323000.000,214000.000,131000.000
Revenues,984000.000,769000.000,807000.000,819000.000,1141000.000,946000.000,873000.000,869000.000,977000.000,921000.000
SalesRevenueNet,984000.000,769000.000,807000.000,819000.000,1141000.000,946000.000,873000.000,869000.000,977000.000,921000.000
SellingAndMarketingExpense,240000.000,270000.000,204000.000,149000.000,184000.000,151000.000,226000.000,284000.000,361000.000,204000.000
ShareBasedCompensation,,,0.000,,,,12000.000,57000.000,51000.000,-51000.000
StandardProductWarrantyAccrualPayments,,,,5000.000,4000.000,,,,,
StandardProductWarrantyAccrualWarrantiesIssued,,,,5000.000,4000.000,,,,,
StraightLineRent,,,,,,,0.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,3701630.000,3701630.000,,3701630.000,3732208.000,3789522.000,-7469799.000
