,2011-06-30,2011-09-30
BusinessCombinationBargainPurchaseGainRecognizedAmount,1844730.000,
ComprehensiveIncomeNetOfTax,2287214.000,735982.000
CostOfGoodsSold,6377293.000,7632909.000
EarningsPerShareBasic,0.110,0.020
EarningsPerShareDiluted,0.110,0.020
GeneralAndAdministrativeExpense,424268.000,618274.000
GrossProfit,1462385.000,2177176.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2341282.000,714006.000
IncomeTaxExpenseBenefit,171140.000,247681.000
InterestIncomeExpenseNonoperatingNet,-219123.000,-413894.000
NetIncomeLoss,2170142.000,466325.000
NonoperatingIncomeExpense,1624824.000,-413533.000
OperatingExpenses,745927.000,1049637.000
OperatingIncomeLoss,716458.000,1127539.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,117072.000,269657.000
OtherNonoperatingIncomeExpense,-783.000,361.000
ResearchAndDevelopmentExpense,35505.000,101573.000
SalesRevenueGoodsNet,7839678.000,9810085.000
SellingExpense,286154.000,329790.000
WeightedAverageNumberOfDilutedSharesOutstanding,19629873.000,22167173.000
WeightedAverageNumberOfSharesOutstandingBasic,19629873.000,22167173.000
