,2011-06-30
ComprehensiveIncomeNetOfTax,13724946.000
CostOfGoodsSold,17931598.000
EarningsPerShareBasic,0.130
EarningsPerShareDiluted,0.120
ForeignCurrencyTransactionGainBeforeTax,-90677.000
GrossProfit,13419054.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,13279368.000
IncomeLossFromEquityMethodInvestments,-923.000
IncomeTaxExpenseBenefit,3007163.000
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,2189565.000
InvestmentIncomeInterest,112173.000
NetIncomeLoss,10272205.000
OperatingIncomeLoss,11044407.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,3452741.000
OtherIncome,2235884.000
OtherNonoperatingIncome,24823.000
ResearchAndDevelopmentExpense,298257.000
Revenues,31350652.000
SalesRevenueNet,29114768.000
SellingGeneralAndAdministrativeExpense,2076392.000
WeightedAverageNumberOfDilutedSharesOutstanding,82613233.000
WeightedAverageNumberOfSharesOutstandingBasic,76444372.000
