,2014-12-31,2015-12-31,2016-12-31
AmortizationOfFinancingCostsAndDiscounts,365000.000,1315000.000,1678000.000
CapitalExpendituresIncurredButNotYetPaid,0.000,0.000,1540000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,14165000.000,4513000.000,45543000.000
ContributionOfProperty,32575000.000,3256000.000,15000.000
CostsAndExpenses,33861000.000,45726000.000,75280000.000
CostsAndExpensesRelatedParty,,4533000.000,5121000.000
DepreciationDepletionAndAmortization,3731000.000,6582000.000,14156000.000
DirectOperatingCosts,22364000.000,25255000.000,44162000.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,25892000.000,54020000.000,73905000.000
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,0.790,1.520,1.740
GeneralAndAdministrativeExpense,7766000.000,13889000.000,16962000.000
IncomeLossAttributableToNoncontrollingInterest,,,5679000.000
IncomeLossAttributableToParent,13292000.000,75122000.000,81622000.000
IncreaseDecreaseInAccountsPayableRelatedParties,3223000.000,215000.000,3513000.000
IncreaseDecreaseInAccountsReceivable,,,4294000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,11630000.000,12319000.000,12439000.000
IncreaseDecreaseInAccruedLiabilities,-2204000.000,3488000.000,7920000.000
IncreaseDecreaseInDeferredRevenue,,,952000.000
IncreaseDecreaseInDueToRelatedParties,,0.000,0.000
IncreaseDecreaseInOtherCurrentAssets,295000.000,117000.000,-3152000.000
IncreaseDecreaseInOtherOperatingCapitalNet,0.000,19000.000,1002000.000
InterestIncomeExpenseNonoperatingNet,-2312000.000,-19939000.000,-28755000.000
InterestPaid,2153000.000,17017000.000,28668000.000
InterestRevenueExpenseNet,-2677000.000,21254000.000,30433000.000
NetCashProvidedByUsedInFinancingActivities,288741000.000,-72684000.000,-133639000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,288741000.000,-72684000.000,-133639000.000
NetCashProvidedByUsedInInvestingActivities,-282144000.000,-1349000.000,79564000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-282144000.000,-1349000.000,79564000.000
NetCashProvidedByUsedInOperatingActivities,7568000.000,78546000.000,99618000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,7568000.000,78546000.000,99618000.000
NetIncomeLoss,13292000.000,75122000.000,81622000.000
NetIncomeLossAllocatedToLimitedPartners,29964000.000,73848000.000,80960000.000
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,,9065000.000,
OperatingIncomeLoss,15969000.000,96376000.000,112055000.000
OtherNonoperatingIncomeExpense,,0.000,
PartnersCapitalAccountContributions,58881000.000,-1012000.000,351475000.000
PartnersCapitalAccountDistributions,14916000.000,50151000.000,68442000.000
PartnersCapitalAccountPublicSaleOfUnits,340957000.000,,
PartnersCapitalAccountUnitBasedCompensation,1086000.000,4279000.000,4360000.000
PartnersCapitalOther,,-89000.000,-393000.000
PaymentsOfDistributionsToAffiliates,328664000.000,0.000,0.000
PaymentsOfFinancingCosts,2517000.000,8324000.000,0.000
PaymentsOfStockIssuanceCosts,5000000.000,0.000,0.000
PaymentsToAcquireBusinessesGross,,,98373000.000
PaymentsToAcquireMarketableSecurities,1918637000.000,2067286000.000,1909965000.000
PaymentsToAcquirePropertyPlantAndEquipment,47215000.000,2046000.000,16307000.000
ProceedsFromContributionsFromParent,58881000.000,0.000,353000.000
ProceedsFromIssuanceOfLongTermDebt,300000000.000,0.000,0.000
ProceedsFromIssuanceOfSeniorLongTermDebt,,350000000.000,0.000
ProceedsFromLinesOfCredit,275100000.000,24500000.000,194700000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,1683708000.000,2067983000.000,2104209000.000
ProceedsFromSaleOfInterestInPartnershipUnit,340957000.000,0.000,138378000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,5297000.000,4805000.000
RepaymentsOfLinesOfCredit,,275100000.000,30000000.000
RepaymentsOfLongTermDebt,,700000.000,194536000.000
RepaymentsOfSecuredDebt,65100000.000,700000.000,194536000.000
RevenueFromRelatedParties,49830000.000,142102000.000,175448000.000
Revenues,,0.000,11887000.000
SalesRevenueGoodsNet,,,11887000.000
SalesRevenueNet,,142102000.000,187335000.000
ShareBasedCompensation,1086000.000,4279000.000,4360000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardAcceleratedCompensationCost,,1459000.000,1123000.000
UndistributedEarnings,-12600000.000,21102000.000,7055000.000
