,2016-06-30,2016-09-30,2017-03-31
AmortizationOfFinancingCosts,,,10609.000
BusinessCombinationAcquisitionRelatedCosts,154798.000,238537.000,5832.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,49965.000,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,107107.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-9592.000
CommonStockDividendsPerShareCashPaid,,,0.065
ComprehensiveIncomeNetOfTax,-215604.000,-668782.000,-59929.000
Depreciation,,,350684.000
DepreciationAndAmortization,189008.000,236503.000,449234.000
DepreciationDepletionAndAmortization,,,449234.000
Dividends,,,495266.000
EarningsPerShareBasicAndDiluted,0.000,-0.030,0.000
EmployeeBenefitsAndShareBasedCompensation,131242.000,,
GeneralAndAdministrativeExpense,354207.000,393561.000,410555.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,65007.000
IncreaseDecreaseInAccountsReceivable,,,-64471.000
IncreaseDecreaseInPrepaidExpensesOther,,,-29705.000
IncreaseDecreaseInRestrictedCash,,,-2804.000
InterestExpense,16652.000,219859.000,220209.000
InterestPaid,,,209600.000
NetCashProvidedByUsedInFinancingActivities,,,-495266.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-495266.000
NetCashProvidedByUsedInInvestingActivities,,,-121890.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-121890.000
NetCashProvidedByUsedInOperatingActivities,,,607564.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,607564.000
NetIncomeLoss,-12306.000,-217372.000,-14266.000
OperatingExpenses,1187455.000,1393703.000,1555105.000
OperatingIncomeLoss,-42170.000,-44418.000,194521.000
OperatingLeasesIncomeStatementMinimumLeaseRevenue,1104832.000,1306822.000,1696998.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-203298.000,-451410.000,-45663.000
OtherInterestAndDividendIncome,46516.000,46905.000,11422.000
OtherNonoperatingIncomeExpense,29864.000,-172954.000,-208787.000
OtherRealEstateRevenue,40453.000,42463.000,52628.000
PaymentsOfDividends,,,495266.000
Revenues,1145285.000,1349285.000,1749626.000
SalesRevenueNet,1145285.000,1349285.000,1749626.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,7416766.000,7416766.000,7619469.000
