,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-9649.000
Depreciation,8789.000
GeneralAndAdministrativeExpense,79972.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,3.110
IncreaseDecreaseInCustomerDeposits,-188.000
IncreaseDecreaseInOtherAccountsPayable,9057.000
IncreaseDecreaseInOtherAccruedLiabilities,174.000
IncreaseDecreaseInOtherOperatingAssets,48727.000
InterestAndDividendIncomeOperating,0.000
InterestPaid,0.000
NetCashProvidedByUsedInFinancingActivities,-151515.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-151515.000
NetCashProvidedByUsedInInvestingActivities,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000
NetCashProvidedByUsedInOperatingActivities,141866.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,141866.000
NetIncomeLoss,75307.000
NetIncomeLossAllocatedToGeneralPartners,753.000
NetIncomeLossAllocatedToLimitedPartners,74554.000
OperatingCostsAndExpenses,342715.000
OperatingExpenses,218717.000
OperatingIncomeLoss,75307.000
OtherCostAndExpenseOperating,11289.000
OtherGeneralAndAdministrativeExpense,23948.000
OtherRealEstateRevenue,38723.000
PartnersCapitalAccountDistributions,-151515.000
PaymentsOfCapitalDistribution,151515.000
PaymentsToAcquireProductiveAssets,0.000
ProfitLoss,75307.000
RetailRevenue,379299.000
Revenues,418022.000
SalesRevenueNet,418022.000
WeightedAverageLimitedPartnershipUnitsOutstanding,24000.000
