,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
IncreaseDecreaseInRestrictedCashAndInvestmentsForOperatingActivities,,,2696000000.000,,,,2001000000.000,
IncreaseDecreaseInSecuritiesBorrowed,,,9258000000.000,,,,3797000000.000,
IncreaseDecreaseInSecuritiesLoanedTransactions,,,3999000000.000,,,,2385000000.000,
IncreaseDecreaseInTradingLiabilities,,,8208000000.000,,,,14843000000.000,
InterestAndDividendIncomeOperating,1506000000.000,2314000000.000,1837000000.000,848000000.000,1694000000.000,2016000000.000,1714000000.000,1200000000.000
InterestExpense,2390000000.000,2202000000.000,1907000000.000,1856000000.000,1732000000.000,1603000000.000,1543000000.000,1469000000.000
InterestIncomeExpenseNet,-884000000.000,112000000.000,-70000000.000,-1008000000.000,-38000000.000,413000000.000,171000000.000,-269000000.000
InvestmentBankingRevenue,1614000000.000,1016000000.000,1204000000.000,1053000000.000,1262000000.000,1395000000.000,1416000000.000,1431000000.000
LaborAndRelatedExpense,3898000000.000,3638000000.000,4514000000.000,3568000000.000,3429000000.000,3097000000.000,4529000000.000,3518000000.000
LegalFees,,,,,,,97000000.000,53000000.000
LitigationSettlementExpense,,,,13000000.000,170000000.000,,,
MarketingAndAdvertisingExpense,115000000.000,122000000.000,108000000.000,129000000.000,112000000.000,152000000.000,117000000.000,137000000.000
NetCashProvidedByUsedInFinancingActivities,,,-7964000000.000,,,,-2489000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-7964000000.000,,,,-2489000000.000,
NetCashProvidedByUsedInInvestingActivities,,,343000000.000,,,,1727000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,343000000.000,,,,1727000000.000,
NetCashProvidedByUsedInOperatingActivities,,,4495000000.000,,,,-2720000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,4495000000.000,,,,-2720000000.000,
NetIncomeLoss,-1442000000.000,133000000.000,-1628000000.000,855000000.000,-1182000000.000,2245000000.000,-207000000.000,967000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-1442000000.000,133000000.000,,,,,,
NoninterestExpense,9365000000.000,6260000000.000,6581000000.000,4896000000.000,5508000000.000,5490000000.000,6653000000.000,5597000000.000
NoninterestIncome,7786000000.000,5758000000.000,4799000000.000,6057000000.000,4555000000.000,5509000000.000,6146000000.000,6618000000.000
NoninterestIncomeOther,1109000000.000,-899000000.000,772000000.000,256000000.000,243000000.000,658000000.000,-382000000.000,108000000.000
OccupancyNet,335000000.000,385000000.000,305000000.000,296000000.000,300000000.000,303000000.000,295000000.000,279000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,-1000000.000,35000000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,14000000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,-27000000.000,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-23000000.000,15000000.000,,-26000000.000,-29000000.000
OtherComprehensiveIncomeLossNetOfTax,,,,12000000.000,22000000.000,,10000000.000,-24000000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,9000000.000,-41000000.000,52000000.000,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,-6000000.000,-8000000.000,,-36000000.000,-6000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-2000000.000,2000000.000,3000000.000,-1000000.000,-2000000.000,0.000,0.000,0.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,11000000.000,-15000000.000,0.000,30000000.000,1000000.000,-1000000.000,,-1000000.000
OtherNoncashIncomeExpense,,,-37000000.000,,,,-192000000.000,
OtherNoninterestExpense,1238000000.000,1090000000.000,305000000.000,318000000.000,445000000.000,486000000.000,358000000.000,318000000.000
OtherSignificantNoncashTransactionValueOfConsiderationReceived1,,,1100000000.000,,,,,
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,,,,4000000.000,0.000,,0.000,0.000
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNetAvailableforsaleSecurities,,,,4000000.000,0.000,,0.000,0.000
PaymentsForProceedsFromDerivativeInstrumentFinancingActivities,,,-60000000.000,,,,-3000000.000,
PaymentsForProceedsFromOtherInvestingActivities,,,-417000000.000,,,,-580000000.000,
PaymentsForProceedsFromProductiveAssets,,,78000000.000,,,,,
PaymentsToAcquireAvailableForSaleSecurities,,,163000000.000,,,,173000000.000,
PrincipalTransactionsRevenue,2173000000.000,2781000000.000,-141000000.000,1937000000.000,193000000.000,317000000.000,2144000000.000,1904000000.000
ProceedsFromIssuanceOfLongTermDebt,,,2415000000.000,,,,4671000000.000,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,183000000.000,,,,212000000.000,
ProceedsFromRepaymentsOfShortTermDebt,,,-133000000.000,,,,-867000000.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,,3000000.000,0.000,19000000.000,0.000,0.000,
ProceedsFromSaleOfLoansAndLeasesHeldForInvestment,,,-19000000.000,,,,1111000000.000,
ProceedsFromSaleOfLoansHeldForSale,,,390000000.000,,,,485000000.000,
ProfessionalFees,225000000.000,266000000.000,195000000.000,226000000.000,220000000.000,280000000.000,225000000.000,206000000.000
RepaymentsOfLongTermDebt,,,10480000000.000,,,,6417000000.000,
RevenueFromRelatedParties,,,167000000.000,205000000.000,278000000.000,336000000.000,240000000.000,294000000.000
RevenuesNetOfInterestExpense,6902000000.000,5870000000.000,4729000000.000,5049000000.000,4517000000.000,5922000000.000,6317000000.000,6349000000.000
ShareBasedCompensation,,,744000000.000,,,,754000000.000,
SuppliesAndPostageExpense,32000000.000,31000000.000,28000000.000,28000000.000,22000000.000,26000000.000,23000000.000,22000000.000
TradingActivityGainsAndLossesNet,,,,2253000000.000,2482000000.000,,3144000000.000,2945000000.000
