,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AllowanceForLoanAndLeaseLossesAdjustmentsNet,,,,1000000.000,1000000.000,
AssetImpairmentCharges,5000000.000,39000000.000,14000000.000,,,
CapitalLeasesIncomeStatementLeaseRevenue,34000000.000,32000000.000,21000000.000,20000000.000,24000000.000,24000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-542000000.000,,,
ComprehensiveIncomeNetOfTax,,,24000000.000,19000000.000,21000000.000,-16000000.000
CostsAndExpenses,85000000.000,107000000.000,87000000.000,70000000.000,66000000.000,136000000.000
DeferredIncomeTaxExpenseBenefit,,,-13000000.000,,,
Depreciation,41000000.000,34000000.000,34000000.000,37000000.000,31000000.000,45000000.000
DepreciationAmortizationAndAccretionNet,,,33000000.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,-1000000.000,7000000.000,,,-1000000.000,
GainLossOnDispositionOfAssets,10000000.000,3000000.000,,2000000.000,,
IncomeLossFromContinuingOperations,40000000.000,11000000.000,24000000.000,19000000.000,22000000.000,-16000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,62000000.000,19000000.000,38000000.000,29000000.000,35000000.000,-25000000.000
IncomeTaxExpenseBenefit,22000000.000,8000000.000,14000000.000,10000000.000,13000000.000,-9000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-24000000.000,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,-15000000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-35000000.000,,,
InterestAndDebtExpense,29000000.000,32000000.000,28000000.000,20000000.000,21000000.000,19000000.000
InterestAndFeeIncomeLoansCommercialIndustrialAndAgriculturalLoans,8000000.000,9000000.000,11000000.000,11000000.000,11000000.000,10000000.000
NetCashProvidedByUsedInFinancingActivities,,,-819000000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-819000000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,295000000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,295000000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-18000000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-18000000.000,,,
NetIncomeLoss,39000000.000,18000000.000,24000000.000,19000000.000,21000000.000,-16000000.000
OperatingExpenses,12000000.000,12000000.000,13000000.000,14000000.000,15000000.000,17000000.000
OperatingLeasesIncomeStatementLeaseRevenue,91000000.000,78000000.000,69000000.000,66000000.000,64000000.000,56000000.000
OtherAssetImpairmentCharges,,,15000000.000,,,
OtherExpenses,1000000.000,1000000.000,1000000.000,,,
OtherIncome,4000000.000,4000000.000,24000000.000,,2000000.000,
PaymentsForCapitalImprovements,,,3000000.000,,,
PaymentsToAcquireInvestments,,,3000000.000,,,
PaymentsToAcquireShortTermInvestments,,,100000000.000,,,
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,,,92000000.000,,,
ProceedsFromSaleAndMaturityOfOtherInvestments,,,300000000.000,,,
ProceedsFromSaleOfMachineryAndEquipment,,,9000000.000,,,
ProvisionForLoanAndLeaseLosses,-3000000.000,-11000000.000,-3000000.000,,,
Revenues,147000000.000,126000000.000,125000000.000,99000000.000,101000000.000,111000000.000
SalesRevenueNet,143000000.000,122000000.000,101000000.000,99000000.000,99000000.000,111000000.000
