,2011-06-26,2011-09-25
AssetImpairmentCharges,12343000.000,705000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,0.000,0.000
CostOfGoodsSold,398786000.000,383625000.000
ForeignCurrencyTransactionGainLossBeforeTax,-215000.000,2079000.000
GainLossOnDispositionOfAssets,823000.000,-1430000.000
GrossProfit,37090000.000,32698000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-28259000.000,-17156000.000
IncomeTaxExpenseBenefit,879000.000,-546000.000
InterestExpense,17656000.000,17898000.000
InvestmentIncomeInterest,26000.000,32000.000
NetIncomeLoss,-29138000.000,-16610000.000
OperatingIncomeLoss,-10388000.000,-1337000.000
SalesRevenueGoodsNet,435876000.000,416323000.000
SellingGeneralAndAdministrativeExpense,35958000.000,31900000.000
