,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdministrativeFeesExpense,,,,,,,,,,,,,,,66519.000,,,,,,,,
FloorBrokerageExchangeAndClearanceFees,894039.000,895148.000,677718.000,647196.000,597705.000,477407.000,440779.000,438817.000,409040.000,-1093165.000,56989.000,63801.000,55893.000,26678.000,,,,,,,,,
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,,,,,,,,,,,,,,,,,402546.000,514242.000,-434743.000,,
GainLossOnSaleOfCommodityContracts,-720116.000,-63022.000,363362.000,-244390.000,-358867.000,-266188.000,2156.000,,,,,,,,1014948.000,-1617525.000,,,,,,,
IncentiveDistributionDistributionPerYear,4081.000,580.000,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,,,,,,-18.980,,,,,,,
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,0.000,,,,0.000
InterestAndDividendIncomeOperating,2439.000,1926.000,4017.000,5043.000,5396.000,5971.000,3616.000,1406.000,1053.000,2215.000,1641.000,869.000,652.000,726.000,467.000,376.000,,,,,,,
InterestIncomeOperating,307.000,224.000,598.000,729.000,745.000,641.000,,,,,,,,,,376.000,254.000,,7005.000,6376.000,7032.000,7118.000,12259.000
InvestmentIncomeInterest,2132.000,1702.000,3419.000,4314.000,4651.000,5330.000,3616.000,1406.000,1053.000,2215.000,1641.000,869.000,652.000,726.000,467.000,,,,,,,,
InvestmentIncomeNet,-1309094.000,-1278795.000,-1006066.000,-963624.000,-862692.000,-683588.000,-669721.000,-681567.000,-624444.000,-590500.000,-598910.000,-473654.000,-476654.000,-499713.000,-476740.000,-414909.000,-394732.000,-340486.000,-308949.000,-300223.000,-287403.000,-237391.000,-210634.000
ManagementFeeExpense,,,,,,,,,138432.000,,130357.000,132770.000,131539.000,133353.000,133038.000,121929.000,110053.000,100327.000,91227.000,84738.000,79937.000,66993.000,60355.000
NetIncomeLoss,-7329513.000,4953387.000,-8727794.000,455797.000,-2932617.000,-3749220.000,-430674.000,-1108184.000,-864060.000,245044.000,663906.000,932457.000,1119639.000,1260696.000,32376.000,-1918211.000,-1041711.000,-1476951.000,93597.000,214019.000,-722146.000,-242282.000,-454376.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-193.970,133.500,-232.460,13.870,-89.580,-122.610,-15.910,-39.620,-31.510,9.620,26.010,37.060,45.300,54.640,1.420,-87.860,-49.220,-73.660,3.850,12.960,-43.600,-15.050,-33.650
OperatingExpenses,1311533.000,1280721.000,1010083.000,968667.000,868088.000,689559.000,673337.000,682973.000,625497.000,592715.000,600551.000,474523.000,477306.000,500439.000,477207.000,415285.000,394986.000,340624.000,315954.000,306599.000,294435.000,244509.000,222893.000
